concentration,surfactant volume,water volume,probe volume,total volume
1.4660145615799156,152.10000000000002,822.9,25,1000.0
1.8926166607655266,196.36025565271603,778.639744347284,25,1000.0
2.4433576026331925,253.50000000000003,721.5,25,1000.0
2.748777302962342,285.18750000000006,689.8125,25,1000.0
3.1152809433573205,323.21250000000003,651.7874999999999,25,1000.0
3.4817845837522996,361.2375,613.7625,25,1000.0
3.8482882241472782,399.2625,575.7375,25,1000.0
4.214791864542257,437.2875,537.7125,25,1000.0
4.581295504937236,475.3125,499.6875,25,1000.0
5.497554605924684,570.3750000000001,404.6249999999999,25,1000.0
7.097312477870727,736.3509586976853,238.64904130231469,25,1000.0
9.162591009874472,950.625,24.375,25,1000.0
