concentration,surfactant volume,water volume,probe volume,total volume
0.164,18.961627341279495,956.0383726587205,25,1000.0
0.235,27.17062454390659,947.8293754560934,25,1000.0
0.335,38.73259243493067,936.2674075650693,25,1000.0
0.478,55.26620651909511,919.7337934809049,25,1000.0
0.682,78.85262101678424,896.1473789832157,25,1000.0
0.973,112.49794757966431,862.5020524203356,25,1000.0
1.389,160.5957340063245,814.4042659936755,25,1000.0
1.982,229.1582036000973,745.8417963999027,25,1000.0
2.829,327.08807163707127,647.9119283629287,25,1000.0
4.037,466.7566437606422,508.2433562393578,25,1000.0
5.762,666.2005898808076,308.79941011919243,25,1000.0
8.222,950.625,24.375,25,1000.0
