,replicate,334_373,334_384,600,ratio,surfactant_1,surfactant_1_ratio,surfactant_2,surfactant_2_ratio,analysis,well_idx,concentration
30,3,192167.0,276824.0,0.0494,0.6941847527671011,SDS,0.5,NaC,0.5,rough_rough,30,9.734
31,3,199276.0,291469.0,0.0393,0.6836953501058431,SDS,0.5,NaC,0.5,rough_rough,31,13.299
32,3,195699.0,286714.0,0.0417,0.6825582287575772,SDS,0.5,NaC,0.5,rough_rough,32,18.17
33,3,196936.0,291533.0,0.0403,0.6755187234378269,SDS,0.5,NaC,0.5,rough_rough,33,24.826
34,3,187840.0,276947.0,0.039,0.6782525176297269,SDS,0.5,NaC,0.5,rough_rough,34,33.92
35,3,146724.0,216036.0,0.0393,0.6791645836804977,SDS,0.5,NaC,0.5,rough_rough,35,46.345
36,1,171797.0,214091.0,0.0403,0.802448491529303,SDS,0.1,NaC,0.9,fine_fine,0,5.263688372678459
37,1,157552.0,191330.0,0.0405,0.8234568546490357,SDS,0.1,NaC,0.9,fine_fine,1,6.7953924690030965
38,1,167814.0,205246.0,0.0413,0.8176237295732925,SDS,0.1,NaC,0.9,fine_fine,2,8.772813954464098
39,1,170005.0,208609.0,0.0412,0.8149456638975308,SDS,0.1,NaC,0.9,fine_fine,3,9.86941569877211
40,1,173849.0,240084.0,0.0392,0.7241173922460472,SDS,0.1,NaC,0.9,fine_fine,4,11.185337791941723
41,1,186642.0,261001.0,0.0392,0.7151007084264045,SDS,0.1,NaC,0.9,fine_fine,5,12.501259885111342
42,1,195079.0,283047.0,0.0392,0.6892106257971291,SDS,0.1,NaC,0.9,fine_fine,6,13.817181978280956
43,1,204069.0,300497.0,0.0411,0.6791049494670496,SDS,0.1,NaC,0.9,fine_fine,7,15.133104071450571
44,1,212422.0,309407.0,0.041,0.6865455532680256,SDS,0.1,NaC,0.9,fine_fine,8,16.449026164620186
45,1,221042.0,322981.0,0.0397,0.68438081497054,SDS,0.1,NaC,0.9,fine_fine,9,19.738831397544224
46,1,214888.0,315097.0,0.0396,0.6819741222544169,SDS,0.1,NaC,0.9,fine_fine,10,25.48272175876161
47,1,193994.0,288568.0,0.0413,0.672264422943639,SDS,0.1,NaC,0.9,fine_fine,11,32.89805232924037
48,2,163198.0,206967.0,0.0402,0.7885218416462528,SDS,0.1,NaC,0.9,fine_fine,12,5.263688372678459
49,2,147369.0,182523.0,0.0404,0.8073996153909371,SDS,0.1,NaC,0.9,fine_fine,13,6.7953924690030965
50,2,155485.0,195670.0,0.0412,0.7946287116062759,SDS,0.1,NaC,0.9,fine_fine,14,8.772813954464098
51,2,157003.0,200700.0,0.0412,0.7822770303936223,SDS,0.1,NaC,0.9,fine_fine,15,9.86941569877211
52,2,166078.0,224223.0,0.0393,0.7406822672072,SDS,0.1,NaC,0.9,fine_fine,16,11.185337791941723
53,2,177854.0,249954.0,0.039,0.7115469246341327,SDS,0.1,NaC,0.9,fine_fine,17,12.501259885111342
54,2,186641.0,272970.0,0.039,0.6837418031285489,SDS,0.1,NaC,0.9,fine_fine,18,13.817181978280956
55,2,197208.0,287846.0,0.0438,0.6851163469355142,SDS,0.1,NaC,0.9,fine_fine,19,15.133104071450571
56,2,203307.0,297675.0,0.041,0.6829831191735953,SDS,0.1,NaC,0.9,fine_fine,20,16.449026164620186
57,2,212269.0,312086.0,0.0397,0.6801618784565793,SDS,0.1,NaC,0.9,fine_fine,21,19.738831397544224
58,2,202612.0,301360.0,0.0397,0.6723254579240775,SDS,0.1,NaC,0.9,fine_fine,22,25.48272175876161
59,2,190849.0,283666.0,0.0413,0.672794765675125,SDS,0.1,NaC,0.9,fine_fine,23,32.89805232924037
60,3,155253.0,197922.0,0.0403,0.7844150726043593,SDS,0.1,NaC,0.9,fine_fine,24,5.263688372678459
61,3,140471.0,176434.0,0.0405,0.7961674053753811,SDS,0.1,NaC,0.9,fine_fine,25,6.7953924690030965
62,3,146752.0,187793.0,0.0412,0.7814561778128045,SDS,0.1,NaC,0.9,fine_fine,26,8.772813954464098
63,3,150603.0,194918.0,0.0411,0.7726479853066418,SDS,0.1,NaC,0.9,fine_fine,27,9.86941569877211
64,3,159176.0,217067.0,0.0392,0.7333035422242902,SDS,0.1,NaC,0.9,fine_fine,28,11.185337791941723
65,3,170374.0,242876.0,0.0394,0.7014855317116553,SDS,0.1,NaC,0.9,fine_fine,29,12.501259885111342
66,3,183131.0,268556.0,0.0393,0.6819099182293451,SDS,0.1,NaC,0.9,fine_fine,30,13.817181978280956
67,3,192245.0,283907.0,0.0445,0.6771407538384049,SDS,0.1,NaC,0.9,fine_fine,31,15.133104071450571
68,3,199489.0,293275.0,0.0408,0.6802114056772653,SDS,0.1,NaC,0.9,fine_fine,32,16.449026164620186
69,3,207382.0,304765.0,0.0398,0.6804652765245353,SDS,0.1,NaC,0.9,fine_fine,33,19.738831397544224
70,3,199560.0,298376.0,0.0398,0.6688205485695901,SDS,0.1,NaC,0.9,fine_fine,34,25.48272175876161
71,3,188415.0,281946.0,0.0412,0.6682662637526335,SDS,0.1,NaC,0.9,fine_fine,35,32.89805232924037
72,1,145353.0,181322.0,0.0395,0.8016291459392683,SDS,0.8,NaC,0.2,fine_fine,0,3.1076026965210355
73,1,152358.0,190149.0,0.0438,0.8012558572487891,SDS,0.8,NaC,0.2,fine_fine,1,4.011897830085077
74,1,149340.0,185841.0,0.0419,0.8035901657868824,SDS,0.8,NaC,0.2,fine_fine,2,5.1793378275350594
75,1,147076.0,183557.0,0.0409,0.8012551959336882,SDS,0.8,NaC,0.2,fine_fine,3,5.826755055976942
76,1,139804.0,183026.0,0.0391,0.7638477593347394,SDS,0.8,NaC,0.2,fine_fine,4,6.6036557301072
77,1,143457.0,194218.0,0.0387,0.7386390550824331,SDS,0.8,NaC,0.2,fine_fine,5,7.38055640423746
78,1,159629.0,226318.0,0.0408,0.7053305525853003,SDS,0.8,NaC,0.2,fine_fine,6,8.157457078367718
79,1,180680.0,256287.0,0.0407,0.7049908891204002,SDS,0.8,NaC,0.2,fine_fine,7,8.934357752497977
80,1,170073.0,244936.0,0.0403,0.6943568932292518,SDS,0.8,NaC,0.2,fine_fine,8,9.711258426628236
81,1,166601.0,237613.0,0.039,0.7011442976604816,SDS,0.8,NaC,0.2,fine_fine,9,11.65351011195388
82,1,174459.0,249844.0,0.0394,0.6982717215542499,SDS,0.8,NaC,0.2,fine_fine,10,15.044616862819032
83,1,140884.0,196764.0,0.0408,0.7160049602569576,SDS,0.8,NaC,0.2,fine_fine,11,19.422516853256468
84,2,140648.0,176579.0,0.0397,0.7965160069996998,SDS,0.8,NaC,0.2,fine_fine,12,3.1076026965210355
85,2,146248.0,182692.0,0.0446,0.8005167166597333,SDS,0.8,NaC,0.2,fine_fine,13,4.011897830085077
86,2,144240.0,176622.0,0.0414,0.8166593063151816,SDS,0.8,NaC,0.2,fine_fine,14,5.1793378275350594
87,2,137398.0,174226.0,0.0409,0.7886193794267217,SDS,0.8,NaC,0.2,fine_fine,15,5.826755055976942
88,2,132378.0,173555.0,0.0391,0.7627437987957708,SDS,0.8,NaC,0.2,fine_fine,16,6.6036557301072
89,2,134061.0,183102.0,0.0388,0.7321656781466068,SDS,0.8,NaC,0.2,fine_fine,17,7.38055640423746
90,2,151769.0,215888.0,0.0405,0.7029987771437042,SDS,0.8,NaC,0.2,fine_fine,18,8.157457078367718
91,2,172317.0,250471.0,0.0408,0.6879718610138499,SDS,0.8,NaC,0.2,fine_fine,19,8.934357752497977
92,2,163875.0,237464.0,0.0403,0.69010460532965,SDS,0.8,NaC,0.2,fine_fine,20,9.711258426628236
93,2,159031.0,229655.0,0.0392,0.692477847205591,SDS,0.8,NaC,0.2,fine_fine,21,11.65351011195388
94,2,167040.0,239357.0,0.0396,0.6978697092627331,SDS,0.8,NaC,0.2,fine_fine,22,15.044616862819032
95,2,135104.0,189644.0,0.0408,0.7124085127923899,SDS,0.8,NaC,0.2,fine_fine,23,19.422516853256468
96,3,133607.0,169477.0,0.0397,0.7883488614974303,SDS,0.8,NaC,0.2,fine_fine,24,3.1076026965210355
97,3,138966.0,175674.0,0.0453,0.7910447761194029,SDS,0.8,NaC,0.2,fine_fine,25,4.011897830085077
98,3,135297.0,168877.0,0.0416,0.8011570551348023,SDS,0.8,NaC,0.2,fine_fine,26,5.1793378275350594
99,3,131330.0,166884.0,0.041,0.7869538122288535,SDS,0.8,NaC,0.2,fine_fine,27,5.826755055976942
100,3,126968.0,167338.0,0.0392,0.7587517479592203,SDS,0.8,NaC,0.2,fine_fine,28,6.6036557301072
101,3,129437.0,178480.0,0.0388,0.7252185118780816,SDS,0.8,NaC,0.2,fine_fine,29,7.38055640423746
102,3,146340.0,211404.0,0.0407,0.6922290968950445,SDS,0.8,NaC,0.2,fine_fine,30,8.157457078367718
103,3,166153.0,243486.0,0.0408,0.6823924168124657,SDS,0.8,NaC,0.2,fine_fine,31,8.934357752497977
104,3,158966.0,235217.0,0.0404,0.6758270023000038,SDS,0.8,NaC,0.2,fine_fine,32,9.711258426628236
105,3,156405.0,229765.0,0.0392,0.6807172545862077,SDS,0.8,NaC,0.2,fine_fine,33,11.65351011195388
106,3,161551.0,236595.0,0.0397,0.6828166275703206,SDS,0.8,NaC,0.2,fine_fine,34,15.044616862819032
107,3,130993.0,186666.0,0.0409,0.7017507205382877,SDS,0.8,NaC,0.2,fine_fine,35,19.422516853256468
108,1,149894.0,184328.0,0.0401,0.8131917017490561,SDS,0.2,NaC,0.8,fine_fine,0,3.290235156412169
109,1,180648.0,223031.0,0.0394,0.8099681210235349,SDS,0.2,NaC,0.8,fine_fine,1,4.247675321963493
110,1,158995.0,191883.0,0.0388,0.828603888828088,SDS,0.2,NaC,0.8,fine_fine,2,5.4837252606869455
111,1,166777.0,204230.0,0.0402,0.8166136218968809,SDS,0.2,NaC,0.8,fine_fine,3,6.169190918272815
112,1,155538.0,196077.0,0.0424,0.7932495907220123,SDS,0.2,NaC,0.8,fine_fine,4,6.991749707375857
113,1,165841.0,219842.0,0.0396,0.754364498139573,SDS,0.2,NaC,0.8,fine_fine,5,7.814308496478899
114,1,174580.0,240627.0,0.0418,0.7255212424208423,SDS,0.2,NaC,0.8,fine_fine,6,8.63686728558194
115,1,192141.0,274210.0,0.0392,0.7007074869625469,SDS,0.2,NaC,0.8,fine_fine,7,9.459426074684984
116,1,193461.0,278901.0,0.0398,0.6936547377026256,SDS,0.2,NaC,0.8,fine_fine,8,10.281984863788026
117,1,201533.0,292535.0,0.0393,0.6889192746167125,SDS,0.2,NaC,0.8,fine_fine,9,12.338381836545633
118,1,200846.0,295623.0,0.0401,0.6793990995287917,SDS,0.2,NaC,0.8,fine_fine,10,15.9287824573631
119,1,173609.0,250382.0,0.0399,0.6933765206764064,SDS,0.2,NaC,0.8,fine_fine,11,20.56396972757605
120,2,139640.0,173387.0,0.0402,0.8053660309019708,SDS,0.2,NaC,0.8,fine_fine,12,3.290235156412169
121,2,163991.0,208026.0,0.0394,0.7883197292646111,SDS,0.2,NaC,0.8,fine_fine,13,4.247675321963493
122,2,147892.0,183324.0,0.0387,0.806724705985032,SDS,0.2,NaC,0.8,fine_fine,14,5.4837252606869455
123,2,153468.0,189348.0,0.0402,0.8105076367323658,SDS,0.2,NaC,0.8,fine_fine,15,6.169190918272815
124,2,144842.0,185369.0,0.0419,0.7813712109360249,SDS,0.2,NaC,0.8,fine_fine,16,6.991749707375857
125,2,153043.0,205154.0,0.0394,0.7459908166548057,SDS,0.2,NaC,0.8,fine_fine,17,7.814308496478899
126,2,161537.0,228816.0,0.0418,0.7059689881826445,SDS,0.2,NaC,0.8,fine_fine,18,8.63686728558194
127,2,176606.0,259004.0,0.0391,0.681865917128693,SDS,0.2,NaC,0.8,fine_fine,19,9.459426074684984
128,2,183046.0,267885.0,0.0399,0.6833006700636467,SDS,0.2,NaC,0.8,fine_fine,20,10.281984863788026
129,2,192504.0,283725.0,0.0392,0.678487972508591,SDS,0.2,NaC,0.8,fine_fine,21,12.338381836545633
130,2,194545.0,290449.0,0.0399,0.6698077803676377,SDS,0.2,NaC,0.8,fine_fine,22,15.9287824573631
131,2,168486.0,246765.0,0.0398,0.6827791623609507,SDS,0.2,NaC,0.8,fine_fine,23,20.56396972757605
132,3,133424.0,166603.0,0.0401,0.8008499246712244,SDS,0.2,NaC,0.8,fine_fine,24,3.290235156412169
133,3,158176.0,200684.0,0.0394,0.7881844093201251,SDS,0.2,NaC,0.8,fine_fine,25,4.247675321963493
134,3,140052.0,175806.0,0.0389,0.7966281014299853,SDS,0.2,NaC,0.8,fine_fine,26,5.4837252606869455
135,3,146281.0,181264.0,0.0404,0.8070052520081208,SDS,0.2,NaC,0.8,fine_fine,27,6.169190918272815
136,3,138776.0,180537.0,0.0419,0.7686845355799642,SDS,0.2,NaC,0.8,fine_fine,28,6.991749707375857
137,3,146349.0,198179.0,0.0396,0.7384687580419722,SDS,0.2,NaC,0.8,fine_fine,29,7.814308496478899
138,3,155606.0,222472.0,0.0415,0.6994408285087561,SDS,0.2,NaC,0.8,fine_fine,30,8.63686728558194
139,3,169678.0,251633.0,0.0391,0.6743074239070392,SDS,0.2,NaC,0.8,fine_fine,31,9.459426074684984
140,3,177799.0,260677.0,0.0399,0.6820663119492706,SDS,0.2,NaC,0.8,fine_fine,32,10.281984863788026
141,3,186994.0,276764.0,0.0393,0.6756442311861369,SDS,0.2,NaC,0.8,fine_fine,33,12.338381836545633
142,3,193279.0,287543.0,0.0401,0.6721742487210608,SDS,0.2,NaC,0.8,fine_fine,34,15.9287824573631
143,3,164978.0,244417.0,0.0398,0.674985782494671,SDS,0.2,NaC,0.8,fine_fine,35,20.56396972757605
144,1,154269.0,191449.0,0.042,0.805796844068133,SDS,0.2,NaC,0.8,rough_rough,0,1.754
145,1,163126.0,197958.0,0.04,0.8240434839713474,SDS,0.2,NaC,0.8,rough_rough,1,2.362
146,1,162697.0,196922.0,0.0394,0.8262002214074609,SDS,0.2,NaC,0.8,rough_rough,2,3.181
147,1,160313.0,191474.0,0.0394,0.837257277750504,SDS,0.2,NaC,0.8,rough_rough,3,4.284
148,1,174703.0,215774.0,0.0419,0.8096573266473255,SDS,0.2,NaC,0.8,rough_rough,4,5.769
149,1,186097.0,245743.0,0.0386,0.757283015182528,SDS,0.2,NaC,0.8,rough_rough,5,7.769
150,1,220158.0,313620.0,0.0389,0.7019896690262101,SDS,0.2,NaC,0.8,rough_rough,6,10.463
151,1,246231.0,357076.0,0.0391,0.6895758886063471,SDS,0.2,NaC,0.8,rough_rough,7,14.09
152,1,215185.0,315604.0,0.0416,0.681819622058022,SDS,0.2,NaC,0.8,rough_rough,8,18.975
153,1,234143.0,349547.0,0.0401,0.6698469733683883,SDS,0.2,NaC,0.8,rough_rough,9,25.554
154,1,226375.0,336077.0,0.0393,0.6735807567908545,SDS,0.2,NaC,0.8,rough_rough,10,34.413
155,1,184477.0,268840.0,0.0401,0.6861962505579526,SDS,0.2,NaC,0.8,rough_rough,11,46.345
156,2,143919.0,178322.0,0.0407,0.8070737205728962,SDS,0.2,NaC,0.8,rough_rough,12,1.754
157,2,152741.0,187431.0,0.0394,0.8149185566955306,SDS,0.2,NaC,0.8,rough_rough,13,2.362
158,2,149787.0,184058.0,0.0396,0.8138032576687784,SDS,0.2,NaC,0.8,rough_rough,14,3.181
159,2,147042.0,182233.0,0.0393,0.806890080281837,SDS,0.2,NaC,0.8,rough_rough,15,4.284
160,2,162278.0,205093.0,0.042,0.7912410467446476,SDS,0.2,NaC,0.8,rough_rough,16,5.769
161,2,174106.0,232271.0,0.0387,0.7495813080410383,SDS,0.2,NaC,0.8,rough_rough,17,7.769
162,2,205524.0,289515.0,0.0392,0.7098906792394176,SDS,0.2,NaC,0.8,rough_rough,18,10.463
163,2,235301.0,340036.0,0.0391,0.691988495335788,SDS,0.2,NaC,0.8,rough_rough,19,14.09
164,2,206210.0,304732.0,0.0413,0.6766929629969941,SDS,0.2,NaC,0.8,rough_rough,20,18.975
165,2,225195.0,337681.0,0.0402,0.666886795525955,SDS,0.2,NaC,0.8,rough_rough,21,25.554
166,2,213301.0,320304.0,0.0393,0.6659329886607722,SDS,0.2,NaC,0.8,rough_rough,22,34.413
167,2,177624.0,263058.0,0.0401,0.6752275163652123,SDS,0.2,NaC,0.8,rough_rough,23,46.345
168,3,137883.0,171986.0,0.0406,0.801710604351517,SDS,0.2,NaC,0.8,rough_rough,24,1.754
169,3,144150.0,180064.0,0.0392,0.8005486937977608,SDS,0.2,NaC,0.8,rough_rough,25,2.362
170,3,142865.0,177557.0,0.0394,0.8046148560743874,SDS,0.2,NaC,0.8,rough_rough,26,3.181
171,3,140067.0,175461.0,0.0393,0.7982799596491528,SDS,0.2,NaC,0.8,rough_rough,27,4.284
172,3,155034.0,197242.0,0.042,0.7860090650064387,SDS,0.2,NaC,0.8,rough_rough,28,5.769
173,3,166240.0,225212.0,0.0385,0.7381489441059979,SDS,0.2,NaC,0.8,rough_rough,29,7.769
174,3,199279.0,280559.0,0.0388,0.7102926657138071,SDS,0.2,NaC,0.8,rough_rough,30,10.463
175,3,229641.0,334447.0,0.0392,0.686628972602535,SDS,0.2,NaC,0.8,rough_rough,31,14.09
176,3,201621.0,298488.0,0.0417,0.6754743909302886,SDS,0.2,NaC,0.8,rough_rough,32,18.975
177,3,220230.0,330468.0,0.0401,0.6664185337158212,SDS,0.2,NaC,0.8,rough_rough,33,25.554
178,3,208968.0,313117.0,0.0393,0.6673799250759301,SDS,0.2,NaC,0.8,rough_rough,34,34.413
179,3,172456.0,258382.0,0.0406,0.6674458747126348,SDS,0.2,NaC,0.8,rough_rough,35,46.345
180,1,143684.0,180537.0,0.04,0.7958700986501382,SDS,0.1,NaC,0.9,rough_rough,0,1.919
181,1,151671.0,191168.0,0.0394,0.7933911533311014,SDS,0.1,NaC,0.9,rough_rough,1,2.563
182,1,152084.0,186400.0,0.0397,0.8159012875536481,SDS,0.1,NaC,0.9,rough_rough,2,3.423
183,1,153908.0,190179.0,0.041,0.8092796786185646,SDS,0.1,NaC,0.9,rough_rough,3,4.573
184,1,161033.0,195275.0,0.0392,0.8246472922801178,SDS,0.1,NaC,0.9,rough_rough,4,6.108
185,1,169828.0,208145.0,0.0402,0.8159119844339283,SDS,0.1,NaC,0.9,rough_rough,5,8.159
186,1,193710.0,249347.0,0.0406,0.7768691823041786,SDS,0.1,NaC,0.9,rough_rough,6,10.898
187,1,222219.0,317072.0,0.0407,0.7008471262047736,SDS,0.1,NaC,0.9,rough_rough,7,14.558
188,1,217951.0,320810.0,0.0402,0.6793772014588074,SDS,0.1,NaC,0.9,rough_rough,8,19.445
189,1,223458.0,336092.0,0.0398,0.6648715232733894,SDS,0.1,NaC,0.9,rough_rough,9,25.974
190,1,245328.0,374787.0,0.039,0.6545798013271539,SDS,0.1,NaC,0.9,rough_rough,10,34.695
191,1,228088.0,345579.0,0.042,0.6600169570488947,SDS,0.1,NaC,0.9,rough_rough,11,46.345
192,2,140259.0,174165.0,0.0401,0.8053225389716648,SDS,0.1,NaC,0.9,rough_rough,12,1.919
193,2,147155.0,181864.0,0.0395,0.8091485945541723,SDS,0.1,NaC,0.9,rough_rough,13,2.563
194,2,146151.0,181735.0,0.0396,0.8041984207775057,SDS,0.1,NaC,0.9,rough_rough,14,3.423
195,2,147437.0,182310.0,0.0409,0.8087159234271296,SDS,0.1,NaC,0.9,rough_rough,15,4.573
196,2,151411.0,186397.0,0.0393,0.8123038460919435,SDS,0.1,NaC,0.9,rough_rough,16,6.108
197,2,159595.0,197317.0,0.0399,0.8088253926422964,SDS,0.1,NaC,0.9,rough_rough,17,8.159
198,2,180659.0,237357.0,0.0406,0.7611277527100528,SDS,0.1,NaC,0.9,rough_rough,18,10.898
199,2,208730.0,294390.0,0.0404,0.7090254424403003,SDS,0.1,NaC,0.9,rough_rough,19,14.558
200,2,209223.0,309238.0,0.0403,0.6765759706116324,SDS,0.1,NaC,0.9,rough_rough,20,19.445
201,2,214065.0,325257.0,0.0397,0.6581411007295769,SDS,0.1,NaC,0.9,rough_rough,21,25.974
202,2,237580.0,364561.0,0.0391,0.6516879205400468,SDS,0.1,NaC,0.9,rough_rough,22,34.695
203,2,221996.0,337617.0,0.0431,0.6575379794263915,SDS,0.1,NaC,0.9,rough_rough,23,46.345
204,3,133582.0,169514.0,0.0412,0.7880293073138502,SDS,0.1,NaC,0.9,rough_rough,24,1.919
205,3,139186.0,173967.0,0.0395,0.8000712778860358,SDS,0.1,NaC,0.9,rough_rough,25,2.563
206,3,139393.0,174490.0,0.0398,0.7988595334976216,SDS,0.1,NaC,0.9,rough_rough,26,3.423
207,3,141056.0,176295.0,0.041,0.8001134462123146,SDS,0.1,NaC,0.9,rough_rough,27,4.573
208,3,143366.0,180207.0,0.0392,0.7955628804652427,SDS,0.1,NaC,0.9,rough_rough,28,6.108
209,3,151751.0,190959.0,0.0399,0.7946784388271828,SDS,0.1,NaC,0.9,rough_rough,29,8.159
210,3,173746.0,229516.0,0.0405,0.7570104045033897,SDS,0.1,NaC,0.9,rough_rough,30,10.898
211,3,204611.0,287713.0,0.0403,0.7111635553485591,SDS,0.1,NaC,0.9,rough_rough,31,14.558
212,3,204785.0,302864.0,0.0401,0.6761615774737175,SDS,0.1,NaC,0.9,rough_rough,32,19.445
213,3,209058.0,317819.0,0.0396,0.6577894965373373,SDS,0.1,NaC,0.9,rough_rough,33,25.974
214,3,233046.0,358502.0,0.0399,0.6500549508789352,SDS,0.1,NaC,0.9,rough_rough,34,34.695
215,3,219683.0,336596.0,0.0431,0.6526607565152289,SDS,0.1,NaC,0.9,rough_rough,35,46.345
216,1,140904.0,174547.0,0.0405,0.8072553524265671,SDS,0.5,NaC,0.5,fine_fine,0,2.640707902290514
217,1,154750.0,188505.0,0.0389,0.8209331317471685,SDS,0.5,NaC,0.5,fine_fine,1,3.4091392425898284
218,1,156927.0,189942.0,0.0388,0.8261837824177907,SDS,0.5,NaC,0.5,fine_fine,2,4.401179837150857
219,1,155070.0,186167.0,0.0404,0.8329618031122594,SDS,0.5,NaC,0.5,fine_fine,3,4.951327316794714
220,1,147986.0,186524.0,0.0418,0.7933885183676095,SDS,0.5,NaC,0.5,fine_fine,4,5.611504292367343
221,1,143752.0,185802.0,0.0392,0.7736838139524871,SDS,0.5,NaC,0.5,fine_fine,5,6.271681267939971
222,1,158541.0,215861.0,0.0416,0.7344587489171273,SDS,0.5,NaC,0.5,fine_fine,6,6.9318582435126
223,1,175977.0,247505.0,0.0396,0.7110038181046847,SDS,0.5,NaC,0.5,fine_fine,7,7.592035219085227
224,1,171074.0,242285.0,0.0399,0.7060858080359906,SDS,0.5,NaC,0.5,fine_fine,8,8.252212194657856
225,1,174982.0,248125.0,0.0391,0.7052171284634761,SDS,0.5,NaC,0.5,fine_fine,9,9.902654633589428
226,1,175113.0,249903.0,0.0401,0.700723880865776,SDS,0.5,NaC,0.5,fine_fine,10,12.784272159711852
227,1,149589.0,213385.0,0.04,0.7010286571221033,SDS,0.5,NaC,0.5,fine_fine,11,16.504424389315716
228,2,130601.0,164862.0,0.0405,0.7921837658162585,SDS,0.5,NaC,0.5,fine_fine,12,2.640707902290514
229,2,143363.0,178317.0,0.0391,0.8039783082936568,SDS,0.5,NaC,0.5,fine_fine,13,3.4091392425898284
230,2,142461.0,176783.0,0.0387,0.8058523726828937,SDS,0.5,NaC,0.5,fine_fine,14,4.401179837150857
231,2,143959.0,174932.0,0.0404,0.8229426291358928,SDS,0.5,NaC,0.5,fine_fine,15,4.951327316794714
232,2,138130.0,176206.0,0.0419,0.7839120120767737,SDS,0.5,NaC,0.5,fine_fine,16,5.611504292367343
233,2,132256.0,175630.0,0.0393,0.7530376359391904,SDS,0.5,NaC,0.5,fine_fine,17,6.271681267939971
234,2,145857.0,203615.0,0.0415,0.7163372050192766,SDS,0.5,NaC,0.5,fine_fine,18,6.9318582435126
235,2,162894.0,235329.0,0.0395,0.6921968818122713,SDS,0.5,NaC,0.5,fine_fine,19,7.592035219085227
236,2,162907.0,235785.0,0.0398,0.6909133320609878,SDS,0.5,NaC,0.5,fine_fine,20,8.252212194657856
237,2,167117.0,245336.0,0.0393,0.6811760198258715,SDS,0.5,NaC,0.5,fine_fine,21,9.902654633589428
