,replicate,334_373,334_384,600,ratio,surfactant_1,surfactant_1_ratio,surfactant_2,surfactant_2_ratio,analysis,well_idx,concentration
238,2,171035.0,247456.0,0.0401,0.6911733803181171,SDS,0.5,NaC,0.5,fine_fine,22,12.784272159711852
239,2,146164.0,210141.0,0.0401,0.6955520341104307,SDS,0.5,NaC,0.5,fine_fine,23,16.504424389315716
240,3,124724.0,158767.0,0.0405,0.7855788671449356,SDS,0.5,NaC,0.5,fine_fine,24,2.640707902290514
241,3,136955.0,171997.0,0.0391,0.7962638883236336,SDS,0.5,NaC,0.5,fine_fine,25,3.4091392425898284
242,3,137358.0,170907.0,0.0387,0.8037002580350717,SDS,0.5,NaC,0.5,fine_fine,26,4.401179837150857
243,3,137182.0,168419.0,0.0403,0.8145280520606345,SDS,0.5,NaC,0.5,fine_fine,27,4.951327316794714
244,3,132671.0,170024.0,0.0418,0.7803074860019762,SDS,0.5,NaC,0.5,fine_fine,28,5.611504292367343
245,3,126704.0,170139.0,0.0393,0.7447087381493955,SDS,0.5,NaC,0.5,fine_fine,29,6.271681267939971
246,3,141038.0,199161.0,0.0416,0.7081607342803059,SDS,0.5,NaC,0.5,fine_fine,30,6.9318582435126
247,3,157976.0,231719.0,0.0396,0.6817567830000992,SDS,0.5,NaC,0.5,fine_fine,31,7.592035219085227
248,3,157172.0,230303.0,0.0398,0.6824574582180866,SDS,0.5,NaC,0.5,fine_fine,32,8.252212194657856
249,3,163039.0,244836.0,0.0391,0.6659110588312176,SDS,0.5,NaC,0.5,fine_fine,33,9.902654633589428
250,3,167237.0,246577.0,0.04,0.6782343852021884,SDS,0.5,NaC,0.5,fine_fine,34,12.784272159711852
251,3,143340.0,208557.0,0.04,0.6872941210316604,SDS,0.5,NaC,0.5,fine_fine,35,16.504424389315716
252,1,136451.0,171250.0,0.0399,0.7967941605839416,SDS,0.8,NaC,0.2,rough_rough,0,1.303
253,1,152703.0,190524.0,0.0394,0.8014895761163948,SDS,0.8,NaC,0.2,rough_rough,1,1.803
254,1,156649.0,193681.0,0.0395,0.8087990045487167,SDS,0.8,NaC,0.2,rough_rough,2,2.495
255,1,157600.0,193150.0,0.0405,0.815946155837432,SDS,0.8,NaC,0.2,rough_rough,3,3.451
256,1,152753.0,189294.0,0.0388,0.8069616575274441,SDS,0.8,NaC,0.2,rough_rough,4,4.775
257,1,153760.0,197517.0,0.0395,0.7784646384868138,SDS,0.8,NaC,0.2,rough_rough,5,6.607
258,1,188320.0,256484.0,0.0402,0.7342368334866892,SDS,0.8,NaC,0.2,rough_rough,6,9.141
259,1,195130.0,270472.0,0.0401,0.7214425153065752,SDS,0.8,NaC,0.2,rough_rough,7,12.647
260,1,181848.0,262563.0,0.0401,0.6925880645787869,SDS,0.8,NaC,0.2,rough_rough,8,17.498
261,1,177975.0,257703.0,0.0396,0.6906205981304059,SDS,0.8,NaC,0.2,rough_rough,9,24.21
262,1,174981.0,248330.0,0.0388,0.7046309346434181,SDS,0.8,NaC,0.2,rough_rough,10,33.497
263,1,128942.0,182713.0,0.0419,0.7057078587730484,SDS,0.8,NaC,0.2,rough_rough,11,46.345
264,2,133846.0,167001.0,0.0399,0.8014682546811097,SDS,0.8,NaC,0.2,rough_rough,12,1.303
265,2,142084.0,177729.0,0.0393,0.7994418468567314,SDS,0.8,NaC,0.2,rough_rough,13,1.803
266,2,146205.0,182779.0,0.0394,0.7999004261977579,SDS,0.8,NaC,0.2,rough_rough,14,2.495
267,2,145337.0,181647.0,0.0404,0.8001068005527204,SDS,0.8,NaC,0.2,rough_rough,15,3.451
268,2,142253.0,180032.0,0.0389,0.7901539726270885,SDS,0.8,NaC,0.2,rough_rough,16,4.775
269,2,143088.0,189156.0,0.0396,0.7564549895324494,SDS,0.8,NaC,0.2,rough_rough,17,6.607
270,2,177241.0,242498.0,0.0402,0.7308967496639147,SDS,0.8,NaC,0.2,rough_rough,18,9.141
271,2,183909.0,259710.0,0.0399,0.7081321473951715,SDS,0.8,NaC,0.2,rough_rough,19,12.647
272,2,174764.0,254329.0,0.0401,0.6871571861643776,SDS,0.8,NaC,0.2,rough_rough,20,17.498
273,2,167655.0,245415.0,0.0395,0.6831489517755639,SDS,0.8,NaC,0.2,rough_rough,21,24.21
274,2,167683.0,240224.0,0.0387,0.6980276741707739,SDS,0.8,NaC,0.2,rough_rough,22,33.497
275,2,125060.0,177052.0,0.0417,0.706346158190814,SDS,0.8,NaC,0.2,rough_rough,23,46.345
276,3,127399.0,160427.0,0.04,0.7941244304262998,SDS,0.8,NaC,0.2,rough_rough,24,1.303
277,3,135759.0,171932.0,0.0394,0.7896086825023847,SDS,0.8,NaC,0.2,rough_rough,25,1.803
278,3,138992.0,176144.0,0.0391,0.7890816604596239,SDS,0.8,NaC,0.2,rough_rough,26,2.495
279,3,139229.0,175930.0,0.0406,0.7913886204740522,SDS,0.8,NaC,0.2,rough_rough,27,3.451
280,3,136810.0,174821.0,0.0388,0.7825718878166811,SDS,0.8,NaC,0.2,rough_rough,28,4.775
281,3,138395.0,184056.0,0.0395,0.7519178945538314,SDS,0.8,NaC,0.2,rough_rough,29,6.607
282,3,171841.0,240722.0,0.0401,0.7138566479175148,SDS,0.8,NaC,0.2,rough_rough,30,9.141
283,3,178487.0,254970.0,0.04,0.700031376240342,SDS,0.8,NaC,0.2,rough_rough,31,12.647
284,3,170114.0,250139.0,0.0401,0.6800778767005545,SDS,0.8,NaC,0.2,rough_rough,32,17.498
285,3,162685.0,240326.0,0.0398,0.6769346637484084,SDS,0.8,NaC,0.2,rough_rough,33,24.21
286,3,161751.0,235618.0,0.0389,0.6864967871724571,SDS,0.8,NaC,0.2,rough_rough,34,33.497
287,3,123004.0,176864.0,0.0419,0.695472227248055,SDS,0.8,NaC,0.2,rough_rough,35,46.345
288,1,140559.0,181863.0,0.0403,0.7728839840979198,CAPB,0.2,CHAPS,0.8,fine_fine,0,1.2458884094480631
289,1,143467.0,189691.0,0.0405,0.7563194880094469,CAPB,0.2,CHAPS,0.8,fine_fine,1,1.608435020341732
290,1,184418.0,246379.0,0.0397,0.7485134690862452,CAPB,0.2,CHAPS,0.8,fine_fine,2,2.0764806824134387
291,1,172945.0,227086.0,0.0408,0.7615837171820368,CAPB,0.2,CHAPS,0.8,fine_fine,3,2.3360407677151187
292,1,157638.0,218547.0,0.0394,0.7213002237504976,CAPB,0.2,CHAPS,0.8,fine_fine,4,2.6475128700771347
293,1,170835.0,245722.0,0.0391,0.6952368937254295,CAPB,0.2,CHAPS,0.8,fine_fine,5,2.95898497243915
294,1,176870.0,253011.0,0.0416,0.6990605151554675,CAPB,0.2,CHAPS,0.8,fine_fine,6,3.270457074801166
295,1,187953.0,273820.0,0.04,0.6864107808049084,CAPB,0.2,CHAPS,0.8,fine_fine,7,3.5819291771631816
296,1,191644.0,271486.0,0.0388,0.7059074869422365,CAPB,0.2,CHAPS,0.8,fine_fine,8,3.8934012795251975
297,1,198222.0,284841.0,0.0389,0.695904030669742,CAPB,0.2,CHAPS,0.8,fine_fine,9,4.672081535430237
298,1,204145.0,301719.0,0.0399,0.6766063787829073,CAPB,0.2,CHAPS,0.8,fine_fine,10,6.031631326281495
299,1,183643.0,270443.0,0.0401,0.6790451222623621,CAPB,0.2,CHAPS,0.8,fine_fine,11,7.786802559050395
300,2,130380.0,173353.0,0.0403,0.7521069724781226,CAPB,0.2,CHAPS,0.8,fine_fine,12,1.2458884094480631
301,2,140201.0,178923.0,0.0406,0.7835828820218753,CAPB,0.2,CHAPS,0.8,fine_fine,13,1.608435020341732
302,2,172348.0,229822.0,0.0395,0.7499195029196508,CAPB,0.2,CHAPS,0.8,fine_fine,14,2.0764806824134387
303,2,159642.0,209553.0,0.0406,0.7618215916737054,CAPB,0.2,CHAPS,0.8,fine_fine,15,2.3360407677151187
304,2,148266.0,203749.0,0.0392,0.7276894610525696,CAPB,0.2,CHAPS,0.8,fine_fine,16,2.6475128700771347
305,2,160785.0,226517.0,0.0391,0.7098142744253191,CAPB,0.2,CHAPS,0.8,fine_fine,17,2.95898497243915
306,2,165041.0,237772.0,0.0417,0.6941145298857729,CAPB,0.2,CHAPS,0.8,fine_fine,18,3.270457074801166
307,2,175712.0,257300.0,0.0398,0.6829071123202487,CAPB,0.2,CHAPS,0.8,fine_fine,19,3.5819291771631816
308,2,181557.0,264140.0,0.0388,0.6873514045581889,CAPB,0.2,CHAPS,0.8,fine_fine,20,3.8934012795251975
309,2,187144.0,270897.0,0.0388,0.6908308323827875,CAPB,0.2,CHAPS,0.8,fine_fine,21,4.672081535430237
310,2,196101.0,283643.0,0.0398,0.6913655545879857,CAPB,0.2,CHAPS,0.8,fine_fine,22,6.031631326281495
311,2,178292.0,261304.0,0.0402,0.6823163824510915,CAPB,0.2,CHAPS,0.8,fine_fine,23,7.786802559050395
312,3,125041.0,166273.0,0.0404,0.7520222766173702,CAPB,0.2,CHAPS,0.8,fine_fine,24,1.2458884094480631
313,3,131250.0,172587.0,0.0402,0.760486015748579,CAPB,0.2,CHAPS,0.8,fine_fine,25,1.608435020341732
314,3,162184.0,220182.0,0.0396,0.7365906386534776,CAPB,0.2,CHAPS,0.8,fine_fine,26,2.0764806824134387
315,3,151769.0,204361.0,0.0408,0.7426514843830281,CAPB,0.2,CHAPS,0.8,fine_fine,27,2.3360407677151187
316,3,142840.0,196880.0,0.0394,0.7255180820804551,CAPB,0.2,CHAPS,0.8,fine_fine,28,2.6475128700771347
317,3,154066.0,220401.0,0.039,0.699025866488809,CAPB,0.2,CHAPS,0.8,fine_fine,29,2.95898497243915
318,3,159276.0,231149.0,0.0417,0.6890620335800717,CAPB,0.2,CHAPS,0.8,fine_fine,30,3.270457074801166
319,3,168990.0,249196.0,0.0401,0.67814090113806,CAPB,0.2,CHAPS,0.8,fine_fine,31,3.5819291771631816
320,3,173986.0,257048.0,0.0387,0.6768619090597865,CAPB,0.2,CHAPS,0.8,fine_fine,32,3.8934012795251975
321,3,182749.0,264884.0,0.0389,0.6899208710227873,CAPB,0.2,CHAPS,0.8,fine_fine,33,4.672081535430237
322,3,190963.0,277287.0,0.04,0.688683566124629,CAPB,0.2,CHAPS,0.8,fine_fine,34,6.031631326281495
323,3,173185.0,258811.0,0.0402,0.6691562568824354,CAPB,0.2,CHAPS,0.8,fine_fine,35,7.786802559050395
324,1,131740.0,161775.0,0.0405,0.814340905578736,CAPB,0.5,CHAPS,0.5,fine_fine,0,0.1142316961393042
325,1,136699.0,167408.0,0.0396,0.8165619325241327,CAPB,0.5,CHAPS,0.5,fine_fine,1,0.1474724855855172
326,1,125020.0,153118.0,0.0394,0.8164944683185517,CAPB,0.5,CHAPS,0.5,fine_fine,2,0.1903861602321738
327,1,134282.0,164491.0,0.0406,0.8163486148178319,CAPB,0.5,CHAPS,0.5,fine_fine,3,0.2141844302611955
328,1,119777.0,148997.0,0.0417,0.8038886688993738,CAPB,0.5,CHAPS,0.5,fine_fine,4,0.2427423542960216
329,1,119760.0,147291.0,0.04,0.813084302503208,CAPB,0.5,CHAPS,0.5,fine_fine,5,0.2713002783308477
330,1,120607.0,147893.0,0.042,0.8155017478852955,CAPB,0.5,CHAPS,0.5,fine_fine,6,0.2998582023656737
331,1,126587.0,154850.0,0.0391,0.8174814336454633,CAPB,0.5,CHAPS,0.5,fine_fine,7,0.3284161264004998
332,1,121462.0,150044.0,0.0401,0.8095092106315481,CAPB,0.5,CHAPS,0.5,fine_fine,8,0.3569740504353259
333,1,121879.0,149938.0,0.0392,0.81286264989529,CAPB,0.5,CHAPS,0.5,fine_fine,9,0.4283688605223911
334,1,116399.0,142375.0,0.0405,0.8175522388059702,CAPB,0.5,CHAPS,0.5,fine_fine,10,0.5530218209456895
335,1,115896.0,141824.0,0.0399,0.8171818592057761,CAPB,0.5,CHAPS,0.5,fine_fine,11,0.7139481008706517
336,2,122634.0,153052.0,0.0407,0.8012570890939027,CAPB,0.5,CHAPS,0.5,fine_fine,12,0.1142316961393042
337,2,128059.0,159490.0,0.0395,0.8029280832654085,CAPB,0.5,CHAPS,0.5,fine_fine,13,0.1474724855855172
338,2,117430.0,144216.0,0.0394,0.8142647140400511,CAPB,0.5,CHAPS,0.5,fine_fine,14,0.1903861602321738
339,2,124307.0,153685.0,0.0405,0.8088427627940268,CAPB,0.5,CHAPS,0.5,fine_fine,15,0.2141844302611955
340,2,113739.0,139976.0,0.0418,0.8125607246956621,CAPB,0.5,CHAPS,0.5,fine_fine,16,0.2427423542960216
341,2,113683.0,139746.0,0.04,0.8134973451834042,CAPB,0.5,CHAPS,0.5,fine_fine,17,0.2713002783308477
342,2,114534.0,141387.0,0.0419,0.8100744764370134,CAPB,0.5,CHAPS,0.5,fine_fine,18,0.2998582023656737
343,2,120417.0,147274.0,0.0393,0.8176392302782568,CAPB,0.5,CHAPS,0.5,fine_fine,19,0.3284161264004998
344,2,114348.0,143316.0,0.0401,0.7978732311814452,CAPB,0.5,CHAPS,0.5,fine_fine,20,0.3569740504353259
345,2,115546.0,143816.0,0.0392,0.8034293819880959,CAPB,0.5,CHAPS,0.5,fine_fine,21,0.4283688605223911
346,2,111090.0,136317.0,0.0406,0.8149387090384912,CAPB,0.5,CHAPS,0.5,fine_fine,22,0.5530218209456895
347,2,110591.0,136416.0,0.0396,0.8106893619516772,CAPB,0.5,CHAPS,0.5,fine_fine,23,0.7139481008706517
348,3,118171.0,146716.0,0.0407,0.8054404427601625,CAPB,0.5,CHAPS,0.5,fine_fine,24,0.1142316961393042
349,3,124478.0,154341.0,0.0397,0.8065128514134287,CAPB,0.5,CHAPS,0.5,fine_fine,25,0.1474724855855172
350,3,113735.0,139610.0,0.0393,0.814662273476112,CAPB,0.5,CHAPS,0.5,fine_fine,26,0.1903861602321738
351,3,120154.0,148681.0,0.0407,0.8081328481783147,CAPB,0.5,CHAPS,0.5,fine_fine,27,0.2141844302611955
352,3,110717.0,135343.0,0.0415,0.8180474793672373,CAPB,0.5,CHAPS,0.5,fine_fine,28,0.2427423542960216
353,3,109781.0,135310.0,0.0399,0.8113295395757889,CAPB,0.5,CHAPS,0.5,fine_fine,29,0.2713002783308477
354,3,110444.0,136894.0,0.0417,0.8067848116060602,CAPB,0.5,CHAPS,0.5,fine_fine,30,0.2998582023656737
355,3,115570.0,142722.0,0.039,0.8097560292036267,CAPB,0.5,CHAPS,0.5,fine_fine,31,0.3284161264004998
356,3,110595.0,137941.0,0.0401,0.801755823141778,CAPB,0.5,CHAPS,0.5,fine_fine,32,0.3569740504353259
357,3,112369.0,139366.0,0.0391,0.8062870427507427,CAPB,0.5,CHAPS,0.5,fine_fine,33,0.4283688605223911
358,3,107435.0,131465.0,0.0407,0.8172137070703229,CAPB,0.5,CHAPS,0.5,fine_fine,34,0.5530218209456895
359,3,107506.0,133100.0,0.0397,0.8077084898572502,CAPB,0.5,CHAPS,0.5,fine_fine,35,0.7139481008706517
360,1,140983.0,167530.0,0.0423,0.8415388288664717,DTAB,0.5,CAPB,0.5,rough_rough,0,0.171
361,1,129881.0,160913.0,0.0446,0.8071504477574839,DTAB,0.5,CAPB,0.5,rough_rough,1,0.243
362,1,121819.0,147485.0,0.0415,0.8259755229345357,DTAB,0.5,CAPB,0.5,rough_rough,2,0.347
363,1,114627.0,139686.0,0.0396,0.8206047850178257,DTAB,0.5,CAPB,0.5,rough_rough,3,0.496
364,1,110783.0,136293.0,0.0391,0.8128297124577197,DTAB,0.5,CAPB,0.5,rough_rough,4,0.708
365,1,112660.0,141412.0,0.0384,0.796679206856561,DTAB,0.5,CAPB,0.5,rough_rough,5,1.01
366,1,121009.0,156142.0,0.0392,0.7749932753519232,DTAB,0.5,CAPB,0.5,rough_rough,6,1.441
367,1,126266.0,165352.0,0.0392,0.7636194300643476,DTAB,0.5,CAPB,0.5,rough_rough,7,2.057
368,1,126437.0,174595.0,0.0401,0.7241730862854033,DTAB,0.5,CAPB,0.5,rough_rough,8,2.935
369,1,134802.0,185994.0,0.0408,0.7247653150101616,DTAB,0.5,CAPB,0.5,rough_rough,9,4.189
370,1,139709.0,190374.0,0.0386,0.7338659690924181,DTAB,0.5,CAPB,0.5,rough_rough,10,5.978
371,1,119339.0,165693.0,0.039,0.7202416517294031,DTAB,0.5,CAPB,0.5,rough_rough,11,8.531
372,2,131736.0,150965.0,0.0424,0.8726261053886663,DTAB,0.5,CAPB,0.5,rough_rough,12,0.171
373,2,121133.0,150107.0,0.0441,0.8069776892483362,DTAB,0.5,CAPB,0.5,rough_rough,13,0.243
374,2,112797.0,139594.0,0.0413,0.8080361620126939,DTAB,0.5,CAPB,0.5,rough_rough,14,0.347
375,2,107410.0,132112.0,0.0394,0.8130222841225627,DTAB,0.5,CAPB,0.5,rough_rough,15,0.496
376,2,105355.0,128658.0,0.0389,0.8188764010011037,DTAB,0.5,CAPB,0.5,rough_rough,16,0.708
377,2,107671.0,136249.0,0.0385,0.7902516715719015,DTAB,0.5,CAPB,0.5,rough_rough,17,1.01
378,2,115972.0,148780.0,0.039,0.7794864901196398,DTAB,0.5,CAPB,0.5,rough_rough,18,1.441
379,2,121655.0,158864.0,0.039,0.7657807936348071,DTAB,0.5,CAPB,0.5,rough_rough,19,2.057
380,2,120511.0,166085.0,0.0405,0.7255983382003192,DTAB,0.5,CAPB,0.5,rough_rough,20,2.935
381,2,128672.0,181428.0,0.0408,0.709217981788919,DTAB,0.5,CAPB,0.5,rough_rough,21,4.189
382,2,134068.0,184422.0,0.0384,0.7269631605773714,DTAB,0.5,CAPB,0.5,rough_rough,22,5.978
383,2,115964.0,161483.0,0.039,0.7181189351201055,DTAB,0.5,CAPB,0.5,rough_rough,23,8.531
384,3,126715.0,146318.0,0.0427,0.8660246859579819,DTAB,0.5,CAPB,0.5,rough_rough,24,0.171
385,3,116402.0,145133.0,0.044,0.8020367524959865,DTAB,0.5,CAPB,0.5,rough_rough,25,0.243
386,3,109776.0,135352.0,0.0413,0.8110408416573084,DTAB,0.5,CAPB,0.5,rough_rough,26,0.347
387,3,103024.0,127377.0,0.0393,0.8088116378938113,DTAB,0.5,CAPB,0.5,rough_rough,27,0.496
388,3,101868.0,125777.0,0.0392,0.8099096019144995,DTAB,0.5,CAPB,0.5,rough_rough,28,0.708
389,3,104832.0,131620.0,0.0385,0.7964746998936332,DTAB,0.5,CAPB,0.5,rough_rough,29,1.01
390,3,112851.0,143852.0,0.039,0.7844937852793149,DTAB,0.5,CAPB,0.5,rough_rough,30,1.441
391,3,118349.0,153852.0,0.0393,0.7692392689077815,DTAB,0.5,CAPB,0.5,rough_rough,31,2.057
392,3,117123.0,159824.0,0.0404,0.7328248573430773,DTAB,0.5,CAPB,0.5,rough_rough,32,2.935
393,3,125394.0,178347.0,0.0408,0.7030900435667548,DTAB,0.5,CAPB,0.5,rough_rough,33,4.189
394,3,129311.0,183797.0,0.0384,0.7035533768233432,DTAB,0.5,CAPB,0.5,rough_rough,34,5.978
395,3,114169.0,159086.0,0.0389,0.7176558590950807,DTAB,0.5,CAPB,0.5,rough_rough,35,8.531
396,1,154759.0,187322.0,0.0525,0.8261656399141585,CAPB,0.2,CHAPS,0.8,rough_rough,0,0.337
397,1,145576.0,183960.0,0.0412,0.7913459447706023,CAPB,0.2,CHAPS,0.8,rough_rough,1,0.481
398,1,148203.0,177513.0,0.0386,0.8348853323418567,CAPB,0.2,CHAPS,0.8,rough_rough,2,0.687
399,1,145357.0,176033.0,0.0392,0.8257372197258469,CAPB,0.2,CHAPS,0.8,rough_rough,3,0.98
400,1,147588.0,188514.0,0.0391,0.7829020656290779,CAPB,0.2,CHAPS,0.8,rough_rough,4,1.399
401,1,166158.0,210737.0,0.0411,0.7884614472067079,CAPB,0.2,CHAPS,0.8,rough_rough,5,1.997
402,1,178359.0,238364.0,0.0414,0.7482631605443775,CAPB,0.2,CHAPS,0.8,rough_rough,6,2.849
403,1,198410.0,277075.0,0.0398,0.716087701885771,CAPB,0.2,CHAPS,0.8,rough_rough,7,4.066
404,1,203153.0,304564.0,0.0406,0.667028933163473,CAPB,0.2,CHAPS,0.8,rough_rough,8,5.803
405,1,232006.0,353300.0,0.04,0.6566827059156524,CAPB,0.2,CHAPS,0.8,rough_rough,9,8.281
406,1,229229.0,352283.0,0.04,0.650695605521697,CAPB,0.2,CHAPS,0.8,rough_rough,10,11.818
407,1,210489.0,317517.0,0.0401,0.6629219852795284,CAPB,0.2,CHAPS,0.8,rough_rough,11,16.866
408,2,141154.0,179527.0,0.055,0.786254992285283,CAPB,0.2,CHAPS,0.8,rough_rough,12,0.337
409,2,136066.0,172197.0,0.0409,0.7901763677648275,CAPB,0.2,CHAPS,0.8,rough_rough,13,0.481
410,2,133928.0,169160.0,0.0385,0.7917238117758335,CAPB,0.2,CHAPS,0.8,rough_rough,14,0.687
411,2,132944.0,169592.0,0.039,0.7839049011745837,CAPB,0.2,CHAPS,0.8,rough_rough,15,0.98
412,2,140550.0,180183.0,0.039,0.7800402923694244,CAPB,0.2,CHAPS,0.8,rough_rough,16,1.399
413,2,151646.0,197664.0,0.0412,0.7671907884086125,CAPB,0.2,CHAPS,0.8,rough_rough,17,1.997
414,2,166159.0,225310.0,0.0414,0.7374683769029338,CAPB,0.2,CHAPS,0.8,rough_rough,18,2.849
415,2,186114.0,260562.0,0.0399,0.7142791351002832,CAPB,0.2,CHAPS,0.8,rough_rough,19,4.066
416,2,193512.0,285698.0,0.0405,0.6773306078446472,CAPB,0.2,CHAPS,0.8,rough_rough,20,5.803
417,2,220271.0,337671.0,0.0401,0.6523243038342055,CAPB,0.2,CHAPS,0.8,rough_rough,21,8.281
418,2,221854.0,343593.0,0.0402,0.6456883580282485,CAPB,0.2,CHAPS,0.8,rough_rough,22,11.818
419,2,205515.0,311447.0,0.0401,0.6598715030165646,CAPB,0.2,CHAPS,0.8,rough_rough,23,16.866
420,3,132855.0,171061.0,0.1249,0.7766527729874139,CAPB,0.2,CHAPS,0.8,rough_rough,24,0.337
421,3,129590.0,164968.0,0.041,0.7855462877648999,CAPB,0.2,CHAPS,0.8,rough_rough,25,0.481
422,3,127454.0,163544.0,0.0386,0.7793254414714083,CAPB,0.2,CHAPS,0.8,rough_rough,26,0.687
423,3,127322.0,164473.0,0.0391,0.7741209803432783,CAPB,0.2,CHAPS,0.8,rough_rough,27,0.98
424,3,134002.0,176537.0,0.0389,0.7590590074601925,CAPB,0.2,CHAPS,0.8,rough_rough,28,1.399
425,3,144513.0,191969.0,0.0411,0.7527934197709005,CAPB,0.2,CHAPS,0.8,rough_rough,29,1.997
426,3,159150.0,219051.0,0.0414,0.7265431337907611,CAPB,0.2,CHAPS,0.8,rough_rough,30,2.849
427,3,181086.0,253088.0,0.0399,0.7155060690352762,CAPB,0.2,CHAPS,0.8,rough_rough,31,4.066
428,3,189727.0,279624.0,0.0406,0.6785075673046662,CAPB,0.2,CHAPS,0.8,rough_rough,32,5.803
429,3,215059.0,329673.0,0.0398,0.6523403493765034,CAPB,0.2,CHAPS,0.8,rough_rough,33,8.281
430,3,218049.0,338964.0,0.0399,0.6432807023754735,CAPB,0.2,CHAPS,0.8,rough_rough,34,11.818
431,3,202399.0,307615.0,0.0401,0.6579620629683208,CAPB,0.2,CHAPS,0.8,rough_rough,35,16.866
432,1,143245.0,174394.0,0.0407,0.8213872036882003,CAPB,0.5,CHAPS,0.5,rough_rough,0,0.164
433,1,135866.0,162674.0,0.0406,0.8352041506325535,CAPB,0.5,CHAPS,0.5,rough_rough,1,0.235
434,1,136669.0,168285.0,0.0395,0.8121282348397064,CAPB,0.5,CHAPS,0.5,rough_rough,2,0.335
435,1,131329.0,164545.0,0.04,0.7981342489896381,CAPB,0.5,CHAPS,0.5,rough_rough,3,0.478
436,1,133093.0,168507.0,0.0407,0.7898366239978161,CAPB,0.5,CHAPS,0.5,rough_rough,4,0.682
437,1,151793.0,196742.0,0.0386,0.7715332770836933,CAPB,0.5,CHAPS,0.5,rough_rough,5,0.973
438,1,159369.0,212747.0,0.039,0.7491010449031009,CAPB,0.5,CHAPS,0.5,rough_rough,6,1.389
439,1,177906.0,246014.0,0.04,0.7231539668474152,CAPB,0.5,CHAPS,0.5,rough_rough,7,1.982
440,1,172033.0,249980.0,0.047,0.6881870549643971,CAPB,0.5,CHAPS,0.5,rough_rough,8,2.829
441,1,192220.0,285814.0,0.0408,0.6725352851854702,CAPB,0.5,CHAPS,0.5,rough_rough,9,4.037
442,1,186929.0,276909.0,0.0401,0.6750557042205201,CAPB,0.5,CHAPS,0.5,rough_rough,10,5.762
443,1,162157.0,240393.0,0.0393,0.6745495917102411,CAPB,0.5,CHAPS,0.5,rough_rough,11,8.222
444,2,134211.0,163055.0,0.0407,0.823102634080525,CAPB,0.5,CHAPS,0.5,rough_rough,12,0.164
445,2,126891.0,155402.0,0.0404,0.8165338927426932,CAPB,0.5,CHAPS,0.5,rough_rough,13,0.235
446,2,129224.0,160854.0,0.0393,0.8033620550312706,CAPB,0.5,CHAPS,0.5,rough_rough,14,0.335
447,2,123325.0,155252.0,0.0404,0.7943536959266225,CAPB,0.5,CHAPS,0.5,rough_rough,15,0.478
448,2,124011.0,159383.0,0.0409,0.7780691792725698,CAPB,0.5,CHAPS,0.5,rough_rough,16,0.682
449,2,142626.0,187691.0,0.0387,0.7598979173215551,CAPB,0.5,CHAPS,0.5,rough_rough,17,0.973
450,2,150435.0,203262.0,0.0389,0.7401039053044839,CAPB,0.5,CHAPS,0.5,rough_rough,18,1.389
451,2,167544.0,234466.0,0.0398,0.7145769535881535,CAPB,0.5,CHAPS,0.5,rough_rough,19,1.982
452,2,163311.0,237550.0,0.0465,0.6874805304146495,CAPB,0.5,CHAPS,0.5,rough_rough,20,2.829
453,2,184633.0,276068.0,0.0405,0.6687953692568498,CAPB,0.5,CHAPS,0.5,rough_rough,21,4.037
454,2,179369.0,267666.0,0.0399,0.6701224660584459,CAPB,0.5,CHAPS,0.5,rough_rough,22,5.762
455,2,156506.0,234542.0,0.0391,0.6672834716170238,CAPB,0.5,CHAPS,0.5,rough_rough,23,8.222
456,3,128363.0,158343.0,0.0406,0.8106641910283372,CAPB,0.5,CHAPS,0.5,rough_rough,24,0.164
457,3,121611.0,149786.0,0.0405,0.8118983082531077,CAPB,0.5,CHAPS,0.5,rough_rough,25,0.235
458,3,123339.0,154855.0,0.0395,0.7964805786057925,CAPB,0.5,CHAPS,0.5,rough_rough,26,0.335
459,3,119207.0,149904.0,0.0401,0.7952222755897107,CAPB,0.5,CHAPS,0.5,rough_rough,27,0.478
460,3,119984.0,152744.0,0.0407,0.7855234902843974,CAPB,0.5,CHAPS,0.5,rough_rough,28,0.682
461,3,138140.0,182718.0,0.0384,0.7560284153723223,CAPB,0.5,CHAPS,0.5,rough_rough,29,0.973
462,3,146447.0,198014.0,0.0389,0.7395790196652762,CAPB,0.5,CHAPS,0.5,rough_rough,30,1.389
463,3,163119.0,229095.0,0.0403,0.7120146664047666,CAPB,0.5,CHAPS,0.5,rough_rough,31,1.982
464,3,157841.0,231013.0,0.0466,0.6832559206624735,CAPB,0.5,CHAPS,0.5,rough_rough,32,2.829
465,3,181162.0,271405.0,0.0406,0.6674969142057073,CAPB,0.5,CHAPS,0.5,rough_rough,33,4.037
466,3,173449.0,265392.0,0.04,0.6535577560740339,CAPB,0.5,CHAPS,0.5,rough_rough,34,5.762
467,3,152993.0,233071.0,0.0393,0.6564222919196296,CAPB,0.5,CHAPS,0.5,rough_rough,35,8.222
468,1,146703.0,190124.0,0.0446,0.7716174707033304,CAPB,0.1,CHAPS,0.9,fine_fine,0,2.289579299170472
469,1,162250.0,199610.0,0.0412,0.8128350283051952,CAPB,0.1,CHAPS,0.9,fine_fine,1,2.955834165169496
470,1,181183.0,232683.0,0.0412,0.7786688327037213,CAPB,0.1,CHAPS,0.9,fine_fine,2,3.815965498617454
