concentration,surfactant volume,water volume,probe volume,total volume
3.3792114732575596,152.1,822.9,25,1000.0
4.362543253079853,196.36025565271603,778.639744347284,25,1000.0
5.632019122095933,253.5,721.5,25,1000.0
6.336021512357925,285.18750000000006,689.8125,25,1000.0
7.180824380672314,323.2125,651.7875,25,1000.0
8.025627248986705,361.23750000000007,613.7624999999999,25,1000.0
8.870430117301094,399.2625,575.7375,25,1000.0
9.715232985615485,437.2875,537.7125,25,1000.0
10.560035853929875,475.3125000000001,499.6874999999999,25,1000.0
12.67204302471585,570.3750000000001,404.6249999999999,25,1000.0
16.359537199049452,736.3509586976853,238.64904130231469,25,1000.0
21.120071707859747,950.625,24.375,25,1000.0
