concentration,surfactant volume,water volume,probe volume,total volume
0.093,18.987999355670105,956.0120006443299,25,1000.0
0.133,27.154880798969074,947.8451192010309,25,1000.0
0.19,38.792686855670105,936.2073131443299,25,1000.0
0.271,55.330621778350526,919.6693782216495,25,1000.0
0.386,78.81040592783506,896.1895940721649,25,1000.0
0.551,112.49879188144331,862.5012081185566,25,1000.0
0.787,160.68339239690724,814.3166076030927,25,1000.0
1.122,229.0810244845361,745.9189755154639,25,1000.0
1.602,327.08360180412376,647.9163981958762,25,1000.0
2.286,466.7372744845361,508.2627255154639,25,1000.0
3.262,666.0091817010309,308.9908182989691,25,1000.0
4.656,950.6249999999999,24.375000000000114,25,1000.0
