Surfactant_1,Surfactant_2,conc_1,conc_2,cmc_rough,r2_rough,A1_rough,A2_rough,dx_rough,cmc_fine,r2_fine,A1_fine,A2_fine,dx_fine,replicates
NaC,CAPB,0.05,0.95,0.9829141714206058,0.9132031126537286,0.8012643135684099,0.6970940923642619,1.4099983731509276,0.8330945495710782,0.8674427772019119,0.7645888556062413,0.7209108820107453,0.030890054086318276,3
NaC,CAPB,0.2,0.8,0.9580185477485116,0.9493422207961747,0.8158572420208601,0.668701649650156,1.9925430819615753,0.9241920601860084,0.8362690084624593,0.7635219219311595,0.7183176220248154,0.09634323219429007,3
NaC,CAPB,0.5,0.5,1.6529911076460142,0.9320919530137601,0.8060832839068883,0.6698471579249348,1.5688328971732484,1.4677781693056993,0.7977306265665747,0.7610040648553718,0.7091397548247717,0.1861781606831138,3
NaC,CAPB,0.8,0.2,3.1014536311891865,0.9535344885561555,0.8104181401770871,0.664121751014478,1.7033989196297417,3.2484537996649143,0.8540311211395478,0.772659597739869,0.698552818124594,0.6121088808511913,3
NaC,CAPB,0.95,0.05,2.987173687537888,0.0814129049704363,0.8628614760080173,0.9799525188514344,1.0009243493282225,-14.012469569444074,0.024951772897645608,2.7743212791819936,0.8395683547547678,6.848013012753422,3
