Time_min,Assay,replicate_std
0,a,4.596054221690757
0,b,3.799698742123861
0,c,3.9784656621701977
5,a,4.47979962923111
5,b,4.07879518288378
5,c,4.261174152571078
10,a,4.449285239409657
10,b,3.9331351803415453
10,c,4.317481094192253
20,a,4.221368942370321
20,b,3.935912837120221
20,c,4.344526506869442
30,a,4.3262516827886754
30,b,3.9211277310332178
30,c,4.343750960248222
