334_373,334_384,ratio
122878.0,145568.0,0.8441278302923719
127781.0,156013.0,0.8190407209655606
120662.0,148115.0,0.8146507781116025
120627.0,145436.0,0.8294163755878875
115976.0,141279.0,0.8209004876874836
115694.0,148076.0,0.7813150004051973
143424.0,190081.0,0.7545414849458915
153450.0,205766.0,0.7457500267293916
154209.0,210939.0,0.7310596902422027
154531.0,215477.0,0.7171577476946496
146096.0,202503.0,0.7214510402315027
136329.0,186105.0,0.73253808334005
