334_373,334_384,ratio
122799.0,151711.0,0.8094271344859635
120363.0,148865.0,0.8085379370570651
118764.0,146915.0,0.8083858013136848
118646.0,147326.0,0.8053296770427487
116105.0,143811.0,0.8073443616969495
114088.0,140596.0,0.811459785484651
153609.0,216257.0,0.7103076432207974
151103.0,214776.0,0.7035376392148098
155937.0,226217.0,0.6893248518015888
160153.0,233816.0,0.6849531255346084
145168.0,212612.0,0.6827836622580099
137820.0,200324.0,0.6879854635490505
