334_373,334_384,ratio
128984.0,159831.0,0.8070023962810718
134486.0,167868.0,0.8011413729835347
141360.0,177788.0,0.7951042815038135
146338.0,186666.0,0.7839563712727545
153431.0,199146.0,0.770444799292981
148786.0,197631.0,0.7528474783814281
152939.0,209502.0,0.7300121239892698
152241.0,215307.0,0.7070880185038109
186213.0,267563.0,0.6959594562775869
199399.0,295859.0,0.6739663150352025
204859.0,310707.0,0.6593317820325902
226811.0,349122.0,0.6496611499704974
