concentration,surfactant volume,water volume,probe volume,total volume
1.167,25.123522318092263,949.8764776819078,25,1000.0
1.624,34.96195393708812,940.0380460629119,25,1000.0
2.259,48.632422379237724,926.3675776207623,25,1000.0
3.143,67.6634367144507,907.3365632855493,25,1000.0
4.373,94.14324172837829,880.8567582716217,25,1000.0
6.085,130.99968578028398,844.0003142197161,25,1000.0
8.467,182.2800886609145,792.7199113390855,25,1000.0
11.781,253.6248641212039,721.3751358787961,25,1000.0
16.392,352.8918404782933,622.1081595217067,25,1000.0
22.808,491.0173924859026,483.9826075140974,25,1000.0
31.736,683.2220259528501,291.7779740471499,25,1000.0
44.157,950.6249999999999,24.375000000000114,25,1000.0
