concentration,surfactant volume,water volume,probe volume,total volume
1.074,26.424703004891686,948.5752969951083,25,1000.0
1.487,36.586157698579086,938.4138423014209,25,1000.0
2.06,50.68425343582577,924.3157465641742,25,1000.0
2.853,70.19523060796647,904.8047693920336,25,1000.0
3.952,97.23503377591427,877.7649662240857,25,1000.0
5.474,134.68233170277196,840.317668297228,25,1000.0
7.581,186.52297344514326,788.4770265548567,25,1000.0
10.5,258.3420684835779,716.6579315164221,25,1000.0
14.542,357.7914628464943,617.2085371535056,25,1000.0
20.141,495.54929536454694,479.45070463545306,25,1000.0
27.896,686.353365944561,288.646634055439,25,1000.0
38.637,950.625,24.375,25,1000.0
