concentration,surfactant volume,water volume,probe volume,total volume
0.157,30.753786317741604,944.2462136822584,25,1000.0
0.215,42.115057696270355,932.8849423037296,25,1000.0
0.293,57.394008860498666,917.6059911395014,25,1000.0
0.4,78.35359571399135,896.6464042860086,25,1000.0
0.547,107.14854213888319,867.8514578611168,25,1000.0
0.747,146.32533999587886,828.6746600041212,25,1000.0
1.02,199.80166907067795,775.1983309293221,25,1000.0
1.394,273.06228106325983,701.9377189367401,25,1000.0
1.904,372.9631155985988,602.0368844014013,25,1000.0
2.601,509.49425613022873,465.50574386977127,25,1000.0
3.553,695.9758139295282,279.02418607047184,25,1000.0
4.853,950.6250000000001,24.374999999999886,25,1000.0
