Surfactant_1,Surfactant_2,conc_1,conc_2,cmc_rough,r2_rough,A1_rough,A2_rough,dx_rough,cmc_fine,r2_fine,A1_fine,A2_fine,dx_fine,replicates
TTAB,CHAPS,0.8,0.2,2.4742334196994893,0.8796460742161007,0.7914489050232069,0.6933866074032852,0.017655697895564548,2.204873390826223,0.9072686597637819,0.8035040002991795,0.6993075197191155,0.0988658585050609,3
DTAB,TTAB,0.5,0.5,5.237394056473397,0.9407383881372443,0.8104054945640318,0.7186737143118391,0.4000674569024842,5.503293355266645,0.9110159895912138,0.7982492822027326,0.7269554019328508,0.005947213915247182,3
TTAB,CHAPS,0.05,0.95,3.6848264845448724,0.9516720736864953,0.858401652103242,0.6448366178453838,1.7350073849211265,9.43755701677342,0.018593338171365548,0.9884639446116478,-0.09050639731068612,0.08739486843777675,3
