concentration,surfactant volume,water volume,probe volume,total volume
0.738,19.0135305436609,955.9864694563391,25,1000.0
1.053,27.12906187327226,947.8709381267278,25,1000.0
1.503,38.72267805843134,936.2773219415686,25,1000.0
2.145,55.26290381592497,919.737096184075,25,1000.0
3.061,78.86235365060435,896.1376463493957,25,1000.0
4.368,112.53536777061086,862.4646322293892,25,1000.0
6.233,160.5844659602146,814.4155340397854,25,1000.0
8.896,229.19291018483383,745.8070898151661,25,1000.0
12.695,327.0687943790991,647.931205620901,25,1000.0
18.117,466.7589876145048,508.2410123854952,25,1000.0
25.855,666.1176588161959,308.8823411838041,25,1000.0
36.898,950.6249999999999,24.375000000000114,25,1000.0
