concentration,surfactant volume,water volume,probe volume,total volume
0.769,30.756926329518677,944.2430736704813,25,1000.0
1.051,42.035799183776504,932.9642008162235,25,1000.0
1.435,57.394264347021206,917.6057356529788,25,1000.0
1.96,78.39216593739481,896.6078340626052,25,1000.0
2.678,107.10929611242004,867.89070388758,25,1000.0
3.658,146.30537908111745,828.6946209188825,25,1000.0
4.997,199.86002713732748,775.1399728626725,25,1000.0
6.826,273.0127166778862,701.9872833221139,25,1000.0
9.325,372.9627282480646,602.0372717519354,25,1000.0
12.738,509.4690865870077,465.5309134129923,25,1000.0
17.4,695.9304527095254,279.0695472904746,25,1000.0
23.768,950.6249999999999,24.375000000000114,25,1000.0
