concentration,surfactant volume,water volume,probe volume,total volume
6.34,152.1,822.9,25,1000.0
8.184904804985008,196.36025565271603,778.639744347284,25,1000.0
10.566666666666666,253.5,721.5,25,1000.0
11.887500000000001,285.18750000000006,689.8125,25,1000.0
13.4725,323.2125,651.7875,25,1000.0
15.057500000000001,361.2375,613.7625,25,1000.0
16.6425,399.26249999999993,575.7375000000001,25,1000.0
18.2275,437.28749999999997,537.7125000000001,25,1000.0
19.8125,475.3125,499.6875,25,1000.0
23.775,570.375,404.625,25,1000.0
30.693393018693786,736.3509586976853,238.64904130231469,25,1000.0
39.625,950.625,24.375,25,1000.0
