334_373,334_384,ratio
100914.0,124005.0,0.8137897665416717
98710.0,120492.0,0.8192245128307274
89834.0,109606.0,0.8196084155976863
83052.0,100409.0,0.8271370096306108
81527.0,97526.0,0.8359514385907347
80626.0,100086.0,0.8055672121975102
87685.0,112523.0,0.7792629062502777
94569.0,123757.0,0.7641507147070469
103435.0,139071.0,0.743756786102063
108051.0,148234.0,0.7289218397938395
108892.0,149597.0,0.727902297505966
96309.0,129119.0,0.7458933232134698
