334_373,334_384,ratio
107470.0,130042.0,0.826425308746405
94471.0,115985.0,0.8145104970470319
95452.0,117094.0,0.8151741336020633
88930.0,110706.0,0.8032988275251567
86477.0,109704.0,0.7882757237657697
91260.0,117169.0,0.7788749583934317
112892.0,151112.0,0.7470750172057812
114949.0,152890.0,0.7518411930145856
122177.0,168904.0,0.7233517264244778
126862.0,175652.0,0.7222348734998748
119651.0,162818.0,0.7348757508383594
112157.0,153527.0,0.7305359969256222
