334_373,334_384,ratio
113181.0,141640.0,0.7990751200225925
111431.0,137010.0,0.8133055981315233
104534.0,121619.0,0.859520305215468
90206.0,107296.0,0.840720996122875
77774.0,94086.0,0.8266267032289607
80987.0,102411.0,0.7908037222563983
97161.0,126992.0,0.7650954390827769
104766.0,141591.0,0.7399199101637816
111893.0,153454.0,0.7291631368357945
118831.0,163362.0,0.727409066980081
114182.0,154767.0,0.7377670950525629
99071.0,131895.0,0.7511353728344516
