334_373,334_384,ratio
153413.0,190570.0,0.8050217767749384
159693.0,191795.0,0.832623373914857
166205.0,205385.0,0.80923631229155
179183.0,222863.0,0.8040051511466686
200679.0,261841.0,0.7664154964272211
206489.0,287409.0,0.7184500137434805
224097.0,326667.0,0.6860105244790566
258153.0,386155.0,0.6685217076044594
236923.0,357061.0,0.6635364825618032
238502.0,368398.0,0.6474030803641714
235386.0,360269.0,0.6533617935487095
211737.0,324146.0,0.6532149093309805
