concentration,surfactant volume,water volume,probe volume,total volume
3.2000000000000006,152.1,822.9,25,1000.0
4.131182235954578,196.36025565271595,778.639744347284,25,1000.0
5.333333333333333,253.49999999999994,721.5,25,1000.0
6.0,285.18749999999994,689.8125,25,1000.0
6.8,323.2124999999999,651.7875000000001,25,1000.0
7.6,361.2374999999999,613.7625,25,1000.0
8.4,399.2624999999999,575.7375000000002,25,1000.0
9.2,437.2874999999999,537.7125000000001,25,1000.0
10.0,475.3124999999999,499.6875000000001,25,1000.0
12.000000000000002,570.3749999999999,404.6250000000001,25,1000.0
15.491933384829673,736.3509586976852,238.6490413023148,25,1000.0
20.000000000000004,950.6249999999999,24.375000000000114,25,1000.0
