concentration,surfactant volume,water volume,probe volume,total volume
1.868493015437685,152.10000000000002,822.9,25,1000.0
2.4122141104316777,196.3602556527161,778.6397443472839,25,1000.0
3.1141550257294752,253.50000000000006,721.5,25,1000.0
3.5034244039456595,285.18750000000006,689.8125,25,1000.0
3.9705476578050805,323.21250000000003,651.7874999999999,25,1000.0
4.437670911664502,361.2375,613.7625,25,1000.0
4.9047941655239224,399.26250000000005,575.7375,25,1000.0
5.371917419383344,437.2875,537.7125,25,1000.0
5.839040673242765,475.3125,499.6875,25,1000.0
7.006848807891319,570.3750000000001,404.6249999999999,25,1000.0
9.04580291411879,736.3509586976852,238.6490413023148,25,1000.0
11.678081346485529,950.6249999999999,24.375000000000114,25,1000.0
