concentration,surfactant volume,water volume,probe volume,total volume
1.95,39.99824684431978,935.0017531556803,25,1000.0
2.601,53.35150771388499,921.648492286115,25,1000.0
3.469,71.15585553997195,903.844144460028,25,1000.0
4.627,94.9086605890603,880.0913394109397,25,1000.0
6.171,126.57906732117813,848.4209326788218,25,1000.0
8.231,168.8336255259467,806.1663744740533,25,1000.0
10.979,225.20038569424966,749.7996143057503,25,1000.0
14.643,300.3560659186536,674.6439340813464,25,1000.0
19.531,400.61833800841515,574.3816619915849,25,1000.0
26.051,534.3560659186536,440.6439340813464,25,1000.0
34.746,712.7072230014026,262.29277699859745,25,1000.0
46.345,950.625,24.375,25,1000.0
