Surfactant_1,Surfactant_2,conc_1,conc_2,cmc_rough,r2_rough,A1_rough,A2_rough,dx_rough,cmc_fine,r2_fine,A1_fine,A2_fine,dx_fine,replicates
TTAB,CHAPS,0.05,0.95,2.944825199682913,0.9774239714543271,0.8900653731017488,0.6421130256156549,2.0620017102168235,3.0285600102097074,0.9102557905325088,0.8105784169195555,0.6989708649637623,0.19829736973143483,3
DTAB,TTAB,0.95,0.05,13.562949084681389,0.9394144290141975,0.8079133113317786,0.7201157666569477,1.5513482918517514,12.292250354153458,0.9464262276384595,0.8102898311850787,0.7269593049365004,0.3498372896925224,3
