concentration,surfactant volume,water volume,probe volume,total volume
0.177,29.78591343600637,945.2140865639936,25,1000.0
0.243,40.892525225703665,934.1074747742963,25,1000.0
0.333,56.03790493892725,918.9620950610728,25,1000.0
0.456,76.73659054699947,898.2634094530006,25,1000.0
0.625,105.17624800849708,869.823751991503,25,1000.0
0.855,143.881107275624,831.118892724376,25,1000.0
1.172,197.22650026553373,777.7734997344662,25,1000.0
1.605,270.0926048858205,704.9073951141795,25,1000.0
2.198,369.88382899628255,605.1161710037175,25,1000.0
3.011,506.69709240573553,468.30290759426447,25,1000.0
4.124,693.9949548592671,281.00504514073293,25,1000.0
5.649,950.6249999999999,24.375000000000114,25,1000.0
