concentration,surfactant volume,water volume,probe volume,total volume
0.957,19.62990883590463,955.3700911640954,25,1000.0
1.362,27.937237026647967,947.062762973352,25,1000.0
1.938,39.75210378681627,935.2478962131837,25,1000.0
2.758,56.57187938288921,918.4281206171108,25,1000.0
3.924,80.48877980364657,894.5112201963534,25,1000.0
5.584,114.53856942496493,860.461430575035,25,1000.0
7.945,162.9672159887798,812.0327840112202,25,1000.0
11.305,231.88727208976158,743.1127279102384,25,1000.0
16.086,329.9547685834502,645.0452314165498,25,1000.0
22.89,469.5178821879383,505.4821178120617,25,1000.0
32.57,668.0732819074334,306.9267180925666,25,1000.0
46.345,950.625,24.375,25,1000.0
