concentration,surfactant volume,water volume,probe volume,total volume
1.722,40.090523364028215,934.9094766359718,25,1000.0
2.296,53.454031152037615,921.5459688479624,25,1000.0
3.062,71.2875624510188,903.7124375489811,25,1000.0
4.083,95.0578437255094,879.9421562744906,25,1000.0
5.445,126.76707300646551,848.2329269935345,25,1000.0
7.261,169.04604538107367,805.9539546189263,25,1000.0
9.683,225.4335294621865,749.5664705378135,25,1000.0
12.912,300.60908111285266,674.3909188871473,25,1000.0
17.219,400.88195226782915,574.1180477321709,25,1000.0
22.961,534.5635928928291,440.4364071071709,25,1000.0
30.62,712.875624510188,262.124375489812,25,1000.0
40.832,950.6249999999999,24.375000000000114,25,1000.0
