concentration,surfactant volume,water volume,probe volume,total volume
0.713,23.883703618873106,951.1162963811269,25,1000.0
0.996,33.36349060925332,941.6365093907467,25,1000.0
1.393,46.66199038021071,928.3380096197893,25,1000.0
1.947,65.2195945945946,909.7804054054054,25,1000.0
2.722,91.18014200641318,883.8198579935868,25,1000.0
3.804,127.42441594136507,847.575584058635,25,1000.0
5.318,178.1396014658726,796.8603985341274,25,1000.0
7.433,248.98677278973886,726.0132272102611,25,1000.0
10.39,348.03882272102607,626.961177278974,25,1000.0
14.524,486.51740723774617,488.48259276225383,25,1000.0
20.302,680.0658497480531,294.9341502519469,25,1000.0
28.379,950.625,24.375,25,1000.0
