Time_min,Assay,replicate_std
0,a,1.0709209099555401
0,b,0.2611343185561212
0,c,0.9230875513249295
5,a,0.6961725976481862
5,b,0.15408755582054542
5,c,0.39363534602332884
10,a,0.25475536824699657
10,b,0.07069215312158252
10,c,0.1271688552372685
20,a,0.6323325984526752
20,b,0.09879285384111366
20,c,0.057689182664625686
30,a,0.6849072886822566
30,b,0.10328970680044455
30,c,0.22019888638428498
