concentration,surfactant volume,water volume,probe volume,total volume
0.9071785822419505,152.10000000000002,822.9,25,1000.0
1.1711625136863766,196.36025565271603,778.639744347284,25,1000.0
1.5119643037365842,253.50000000000003,721.5,25,1000.0
1.700959841703657,285.1875,689.8125,25,1000.0
1.9277544872641448,323.21250000000003,651.7874999999999,25,1000.0
2.1545491328246325,361.23750000000007,613.7624999999999,25,1000.0
2.38134377838512,399.26250000000005,575.7375,25,1000.0
2.608138423945608,437.2875,537.7125,25,1000.0
2.8349330695060955,475.31250000000006,499.68749999999994,25,1000.0
3.401919683407314,570.375,404.625,25,1000.0
4.391859426323912,736.3509586976852,238.6490413023148,25,1000.0
5.66986613901219,950.6249999999999,24.375000000000114,25,1000.0
