concentration,surfactant volume,water volume,probe volume,total volume
0.4842942006889581,152.10000000000002,822.9,25,1000.0
0.6252211246443892,196.36025565271606,778.6397443472839,25,1000.0
0.8071570011482635,253.50000000000003,721.5,25,1000.0
0.9080516262917965,285.18750000000006,689.8125,25,1000.0
1.029125176464036,323.21250000000003,651.7874999999999,25,1000.0
1.1501987266362754,361.2375,613.7625,25,1000.0
1.271272276808515,399.26250000000005,575.7375,25,1000.0
1.3923458269807545,437.2875,537.7125,25,1000.0
1.513419377152994,475.3125,499.6875,25,1000.0
1.816103252583593,570.3750000000001,404.6249999999999,25,1000.0
2.344579217416459,736.3509586976852,238.6490413023148,25,1000.0
3.026838754305988,950.625,24.375,25,1000.0
