sample_id,replicate,334_373,334_384,600,ratio
B5,1,64884.0,82344.0,0.0406,0.7879626930923929
B6,1,64074.0,79044.0,0.0396,0.8106118111431607
B7,1,61835.0,76732.0,0.04,0.8058567481624355
B8,1,63899.0,79160.0,0.04,0.8072132390096008
C1,1,61180.0,79103.0,0.0406,0.7734219941089465
C2,1,62842.0,83668.0,0.0389,0.7510876320696085
C3,1,67950.0,91154.0,0.0381,0.7454417798450973
C4,1,70007.0,95263.0,0.0391,0.7348813285325887
C5,1,71452.0,98301.0,0.0391,0.7268695130263171
C6,1,76525.0,104048.0,0.0407,0.7354778563739812
C7,1,77382.0,103057.0,0.0399,0.7508660255974848
C8,1,72218.0,96999.0,0.0407,0.7445231394138084
B5,2,61014.0,78419.0,0.0407,0.7780512375827286
B6,2,58801.0,75880.0,0.0397,0.7749209277807064
B7,2,57439.0,73830.0,0.0401,0.7779899769741297
B8,2,57766.0,75175.0,0.0399,0.7684203525108081
C1,2,57696.0,76215.0,0.0415,0.7570163353670537
C2,2,60027.0,81044.0,0.0389,0.7406717338729579
C3,2,65494.0,89263.0,0.0381,0.7337194582301737
C4,2,71198.0,97992.0,0.0393,0.7265695158788472
C5,2,71457.0,99241.0,0.0389,0.7200350661520944
C6,2,73919.0,102067.0,0.0407,0.7242203650543271
C7,2,72824.0,98639.0,0.0399,0.7382881010553635
C8,2,69120.0,93602.0,0.0407,0.7384457597059891
B5,3,59524.0,76327.0,0.041,0.7798550971477983
B6,3,58408.0,74427.0,0.0398,0.7847689682507692
B7,3,57142.0,72917.0,0.0399,0.7836581318485402
B8,3,57645.0,73868.0,0.0399,0.7803785130232306
C1,3,58339.0,76523.0,0.0411,0.7623720972779425
C2,3,61926.0,83218.0,0.0391,0.7441418923790526
C3,3,67200.0,91032.0,0.038,0.738201950962299
C4,3,71317.0,98830.0,0.0389,0.7216128705858545
C5,3,72390.0,100356.0,0.0389,0.7213320578739687
C6,3,74278.0,103652.0,0.0407,0.7166094238413152
C7,3,73032.0,98860.0,0.04,0.7387416548654663
C8,3,68858.0,93153.0,0.0408,0.7391925112449411
