concentration,surfactant volume,water volume,probe volume,total volume
0.284,32.08670073686712,942.9132992631329,25,1000.0
0.386,43.61079748038983,931.3892025196102,25,1000.0
0.526,59.428185167577844,915.5718148324222,25,1000.0
0.715,80.78165854528167,894.2183414547184,25,1000.0
0.973,109.93084442595672,865.0691555740433,25,1000.0
1.325,149.70027632517233,825.2997236748276,25,1000.0
1.803,203.7053571428571,771.2946428571429,25,1000.0
2.453,277.1432285476586,697.8567714523414,25,1000.0
3.338,377.1317149988115,597.8682850011885,25,1000.0
4.543,513.2742304492513,461.72576955074874,25,1000.0
6.183,698.5636290705966,276.43637092940344,25,1000.0
8.414,950.6249999999999,24.375000000000114,25,1000.0
