concentration,surfactant volume,water volume,probe volume,total volume
1.159,38.82357993586807,936.1764200641319,25,1000.0
1.55,51.92109482363719,923.0789051763628,25,1000.0
2.073,69.44027714154832,905.5597228584517,25,1000.0
2.772,92.85501603298212,882.1449839670179,25,1000.0
3.708,124.20865781035272,850.7913421896473,25,1000.0
4.959,166.11400595510761,808.8859940448924,25,1000.0
6.632,222.15529088410443,752.8447091158955,25,1000.0
8.87,297.12265231333026,677.8773476866697,25,1000.0
11.863,397.3806115437471,577.6193884562529,25,1000.0
15.866,531.4710261108565,443.52897388914346,25,1000.0
21.219,710.7830393953275,264.2169606046725,25,1000.0
28.379,950.625,24.375,25,1000.0
