concentration,surfactant volume,water volume,probe volume,total volume
0.493,33.7164118705036,941.2835881294964,25,1000.0
0.668,45.68471223021583,929.3152877697842,25,1000.0
0.905,61.89321043165467,913.1067895683453,25,1000.0
1.226,83.84649280575539,891.1535071942446,25,1000.0
1.661,113.59626798561152,861.4037320143884,25,1000.0
2.25,153.87814748201438,821.1218525179856,25,1000.0
3.047,208.38520683453237,766.6147931654676,25,1000.0
4.128,282.31510791366907,692.6848920863309,25,1000.0
5.592,382.43848920863303,592.561510791367,25,1000.0
7.575,518.0564298561151,456.9435701438849,25,1000.0
10.261,701.7527428057552,273.24725719424475,25,1000.0
13.9,950.6249999999999,24.375000000000114,25,1000.0
