sample_id,replicate,334_373,334_384,600,ratio
B5,1,84285.0,108592.0,0.0409,0.7761621482245469
B6,1,80370.0,103910.0,0.0397,0.7734578000192475
B7,1,81722.0,108305.0,0.0409,0.7545542680393333
B8,1,82129.0,108697.0,0.0394,0.7555774308398576
C1,1,82162.0,109366.0,0.0404,0.7512572463105536
C2,1,81713.0,112379.0,0.0398,0.7271198355564652
C3,1,82248.0,114708.0,0.0386,0.7170206088502982
C4,1,86975.0,121649.0,0.0389,0.7149668308000888
C5,1,87671.0,121020.0,0.0395,0.7244339778549
C6,1,90410.0,124656.0,0.0415,0.7252759594403799
C7,1,91371.0,126977.0,0.0404,0.7195870118210385
C8,1,90269.0,128445.0,0.0408,0.7027832924598078
B5,2,78718.0,102559.0,0.0407,0.7675386850495812
B6,2,74247.0,95601.0,0.0397,0.7766341356261964
B7,2,75830.0,99935.0,0.0408,0.7587932155901336
B8,2,74478.0,100740.0,0.0395,0.7393091125670042
C1,2,76368.0,103005.0,0.0401,0.7414009028687928
C2,2,75952.0,105522.0,0.04,0.7197740755482269
C3,2,77080.0,108472.0,0.0386,0.7105981267055093
C4,2,82016.0,115633.0,0.0389,0.7092784931637163
C5,2,81870.0,115436.0,0.0394,0.7092241588412627
C6,2,84505.0,118816.0,0.0412,0.7112257608402909
C7,2,86292.0,121098.0,0.0406,0.712579893970173
C8,2,85552.0,123414.0,0.0408,0.693211467094495
B5,3,76621.0,100958.0,0.0406,0.7589393609223638
B6,3,71890.0,93477.0,0.0432,0.7690661874043883
B7,3,73595.0,98087.0,0.0408,0.7503033021705221
B8,3,73249.0,99059.0,0.0394,0.7394482076338343
C1,3,75762.0,101370.0,0.0403,0.7473808819177271
C2,3,74867.0,102666.0,0.0397,0.7292287612257222
C3,3,75662.0,105798.0,0.0384,0.7151552959413221
C4,3,80453.0,113475.0,0.0389,0.7089931703018286
C5,3,80920.0,114068.0,0.0394,0.7094014096854507
C6,3,83354.0,117632.0,0.0413,0.7085997007616975
C7,3,85973.0,120011.0,0.0405,0.7163759988667705
C8,3,84900.0,122136.0,0.0409,0.6951267439575555
