concentration,surfactant volume,water volume,probe volume,total volume
0.112,19.063563115487913,955.9364368845121,25,1000.0
0.16,27.233661593554164,947.7663384064458,25,1000.0
0.228,38.807967770814685,936.1920322291853,25,1000.0
0.325,55.318375111906896,919.6816248880931,25,1000.0
0.464,78.97761862130707,896.0223813786929,25,1000.0
0.662,112.67927484333036,862.3207251566696,25,1000.0
0.944,160.67860340196955,814.3213965980304,25,1000.0
1.348,229.44359892569386,745.5564010743061,25,1000.0
1.923,327.31457027752907,647.6854297224709,25,1000.0
2.743,466.8870859444941,508.1129140555059,25,1000.0
3.914,666.2034467323188,308.79655326768125,25,1000.0
5.585,950.625,24.375,25,1000.0
