Surfactant_1,Surfactant_2,conc_1,conc_2,cmc_rough,r2_rough,A1_rough,A2_rough,dx_rough,cmc_fine,r2_fine,A1_fine,A2_fine,dx_fine,replicates
CAPB,CHAPS,0.8,0.2,1.1694837832960852,0.9675480283181926,0.8138976022105497,0.6469776573847495,1.9881665801777733,0.9665584605659506,0.8960404208866565,0.7723623711389876,0.7089298621830274,0.15064060920763292,3
CAPB,CHAPS,0.95,0.05,0.8238751925943472,0.9678825590633984,0.8625573549654992,0.6660537686328705,2.4098683071333458,0.8192807026670489,0.828916534758621,0.7937615985721056,0.7253033077472906,0.1195566303891317,3
CTAB,CAPB,0.05,0.95,1.0472372197880766,0.8789096172496477,0.8075418311327591,0.6949116014317116,1.678249214756372,0.8589726917748574,0.9144371310906025,0.7839221580764504,0.724594321557963,0.14130738635676346,3
CTAB,CAPB,0.5,0.5,1.0087434277542344,0.9656763238038584,0.8193286539925537,0.7204975101025038,1.4944808239662652,0.982779024513369,0.8626793076294679,0.79825795744704,0.7377993058461401,0.06658458597821633,3
