Surfactant,Assay,Time_min,Replicate,CMC,r2,A1,A2,dx
CTAB,a,0,1,1.1938259359390042,0.9231847405282683,0.8154067381603293,0.7371215190971467,0.06827379914294714
CTAB,a,0,2,1.1989493898315824,0.9558077200715894,0.8137555044855741,0.7303079305201883,0.0787764768574013
CTAB,a,0,3,1.1894012478257214,0.929776165567834,0.8096459029666979,0.7323736231672505,0.08018840398902088
CTAB,a,5,1,1.2068341986436857,0.9165184312186476,0.8052334331799239,0.7295171861449877,0.10262768912185137
CTAB,a,5,2,1.194481804885149,0.9546458554353265,0.807500044561629,0.7315776194335036,0.08148025441492149
CTAB,a,5,3,1.1713317082367027,0.9232210890468264,0.8068603667839981,0.7306230515286306,0.08841680013678689
CTAB,a,10,1,1.168963370255168,0.9545171933141597,0.811206241554459,0.7322586576297186,0.07589436470327353
CTAB,a,10,2,1.1881325323041747,0.9539406334353001,0.809728583117938,0.7331749333280735,0.0841567374059116
CTAB,a,10,3,1.1329112056382793,0.976510781920283,0.8106548749252614,0.7315481590285335,0.09415680191074424
CTAB,a,20,1,1.164185886315137,0.9147921273020891,0.8205057715797734,0.7379400895175748,0.06381947877321281
CTAB,a,20,2,1.1477783155869747,0.9596492176933851,0.8231480429630667,0.7351491254723418,0.07981151674932324
CTAB,a,20,3,1.111440146489524,0.9790371852947501,0.817199946966855,0.7339134710156511,0.10185178354742724
CTAB,a,30,1,1.1668927397800355,0.9448402883882038,0.8219595919047028,0.7395324654795243,0.08874464293994674
CTAB,a,30,2,1.134632895642804,0.9709653175537794,0.8232468547595484,0.7365707479497247,0.07005801515208787
CTAB,a,30,3,1.1277366911319886,0.9762165307137476,0.8211821993486761,0.7317667714080249,0.09733423811877692
CTAB,b,0,1,1.0115344750580397,0.9287997441069094,0.8243640672800502,0.7432987529113965,0.08612832091605396
CTAB,b,0,2,1.08243688180769,0.9243919311218948,0.8149095838537707,0.737988709480906,0.04993806582866855
CTAB,b,0,3,1.076294431830392,0.9136480356863339,0.8092121179532844,0.7333836435500443,0.037760336300997246
CTAB,b,5,1,1.0282411741836999,0.8569015448891185,0.8245705116943725,0.7375622840855829,0.04998219730958096
CTAB,b,5,2,1.063568994341847,0.9234419498967311,0.8195833469245195,0.7391224854263263,0.046821971672849606
CTAB,b,5,3,1.058497411008586,0.8997303649572785,0.8177822738710118,0.7366502494278055,0.05620999563945759
CTAB,b,10,1,1.0520696058735266,0.9542863102381087,0.8311019832606262,0.7387826825880249,0.04862039325870497
