concentration,surfactant volume,water volume,probe volume,total volume
1.127112475337392,152.10000000000002,822.9,25,1000.0
1.4550959487614457,196.36025565271606,778.6397443472839,25,1000.0
1.8785207922289866,253.50000000000003,721.5,25,1000.0
2.11333589125761,285.18750000000006,689.8125,25,1000.0
2.395114010091958,323.2125,651.7875,25,1000.0
2.676892128926306,361.23750000000007,613.7624999999999,25,1000.0
2.958670247760654,399.26250000000005,575.7375,25,1000.0
3.240448366595002,437.2875000000001,537.7124999999999,25,1000.0
3.52222648542935,475.31250000000006,499.68749999999994,25,1000.0
4.22667178251522,570.3750000000001,404.6249999999999,25,1000.0
5.456609807855422,736.3509586976853,238.64904130231469,25,1000.0
7.044452970858699,950.625,24.375,25,1000.0
