concentration,surfactant volume,water volume,probe volume,total volume
0.097,19.087274891326846,955.9127251086732,25,1000.0
0.138,27.15509211343407,947.8449078865659,25,1000.0
0.197,38.76487787207617,936.2351221279239,25,1000.0
0.281,55.294064375905606,919.7059356240944,25,1000.0
0.401,78.90718795280479,896.0928120471953,25,1000.0
0.572,112.55588904988612,862.4441109501139,25,1000.0
0.816,160.56924032291445,814.4307596770856,25,1000.0
1.165,229.24407472572963,745.7559252742703,25,1000.0
1.662,327.0417615400537,647.9582384599463,25,1000.0
2.372,466.75274270337394,508.24725729662606,25,1000.0
3.385,666.0868608983646,308.91313910163535,25,1000.0
4.831,950.6249999999999,24.375000000000114,25,1000.0
