Concentration,Rep1,Rep2,Rep3
1.594,0.8248984252202023,0.8173071221016427,0.8192246151997056
2.057845151284874,0.8419483186081977,0.8201653340561051,0.8390729276242046
2.6566666666666667,0.8217117972006642,0.8263810977924367,0.8236284221068312
2.98875,0.8047931618999531,0.8169043246552159,0.8150281778334377
3.38725,0.800698237824593,0.7995126821716788,0.8005427657214108
3.78575,0.7804580772941954,0.7847883989345961,0.786595380667237
4.1842500000000005,0.7500624556902198,0.7496214950441085,0.7476838030578495
4.58275,0.7547723667657301,0.7536916351708788,0.7461952849429371
4.98125,0.7245072583500531,0.7272864364044347,0.7321721224084465
5.977499999999999,0.7188020900565169,0.7238630217254124,0.7210559289212894
7.716919317318277,0.7373261497580419,0.7142388032472863,0.7103474088527286
9.9625,0.7295111851871142,0.7296703869483917,0.7269792196610966
