Concentration,Rep1,Rep2,Rep3
0.428,0.8269246499453446,0.8251819960861057,0.824764237209968
0.5525456240589248,0.8514645838433775,0.829886925963998,0.8290557527059907
0.7133333333333334,0.8500235879401296,0.8360092652122985,0.8349285292591732
0.8025,0.8506825689146131,0.8445780056174258,0.83975736256708
0.9095,0.8301158301158301,0.8176339164078252,0.8119738688179586
1.0165,0.7883290729213417,0.7927246946987928,0.792609816509124
1.1235,0.7627704409154528,0.7624021721769685,0.7578303677150411
1.2305,0.7482379415760869,0.7450736110715608,0.7442166825906946
1.3375,0.7344901760184676,0.7301604964130491,0.7324932878941061
1.605,0.7306992044535787,0.7276930418776456,0.7258672088411021
2.0720460902209683,0.7376203420911598,0.7410103914776812,0.7380014807728849
2.6750000000000003,0.7502727340656056,0.7482213051055899,0.7496820361942415
