Concentration,Avg_Ratio
0.428,0.8254725836859896
0.5525456240589248,0.8396286527758138
0.7133333333333334,0.8321511329861705
0.8025,0.8311906771267479
0.9095,0.8065819975835358
1.0165,0.7902614472910106
1.1235,0.7712858881018515
1.2305,0.7707136897547803
1.3375,0.7490472711458566
1.605,0.7365999313226559
2.0720460902209683,0.7352430045469055
2.6750000000000003,0.7451304667592926
