Concentration,Rep1,Rep2,Rep3
6.34,0.8320241817513744,0.826543803012602,0.8293885325341027
8.184904804985008,0.8299625416300276,0.8273775787803219,0.8248298956218161
10.566666666666666,0.8369018762905108,0.8227936807787816,0.8297738985096801
11.8875,0.8537753624625637,0.8373354848469567,0.8309673058013766
13.4725,0.8227978842161271,0.8105065269739343,0.8118381463278832
15.0575,0.7748961461128974,0.7769826531998731,0.779885136687342
16.6425,0.7467355918863807,0.7325518647319823,0.7349994886018374
18.2275,0.7365820771855428,0.7329111682792955,0.7294114562852274
19.8125,0.7319792994044678,0.727654704231535,0.7302086295325055
23.775,0.737473665920987,0.729951669691867,0.7284253288413972
30.693393018693783,0.737598670544246,0.7368506240483412,0.7386067296631554
39.625,0.7505068121515667,0.7542279397780094,0.7502785954179699
