Concentration,Rep1,Rep2,Rep3
0.428,0.8268918122913803,0.8227222133884561,0.8268037253781323
0.5525456240589248,0.8506763563722156,0.833619745523511,0.8345898564317149
0.7133333333333334,0.8317158261972725,0.8359793902799074,0.8287581824813315
0.8025,0.830376160048684,0.8328001413122412,0.8303957300193184
0.9095,0.804125288036053,0.8070320579110651,0.8085886468034894
1.0165,0.7935799455279147,0.7914234147958525,0.7857809815492642
1.1235,0.7696996116990789,0.7750308613847441,0.7691271912217316
1.2305,0.7715406757306037,0.7730503054197194,0.7675500881140178
1.3375,0.757722318010462,0.7477401878514854,0.7416793075756224
1.605,0.7315726069239732,0.7423101255285852,0.7359170615154093
2.0720460902209683,0.738923159447499,0.7341932169245642,0.7326126372686531
2.6750000000000003,0.7490078537011041,0.7423969733405834,0.7439865732361904
