Concentration,Rep1,Rep2,Rep3
6.34,0.8196390987257509,0.8319491574641787,0.8245180712871946
8.184904804985008,0.8127653135848961,0.8230026608446476,0.8235467255334805
10.566666666666666,0.8128742080572617,0.8163000275471253,0.8203945323077232
11.8875,0.8192530193849589,0.8143800440205429,0.8093843482626614
13.4725,0.8372638873365373,0.8078055636112165,0.8067838085851204
15.0575,0.7791958915938253,0.7598652586957344,0.7682644077043144
16.6425,0.7739810988438633,0.7528407718896394,0.7576835047000441
18.2275,0.7497643732327992,0.7425228996292134,0.7401694305432899
19.8125,0.7391167278162794,0.7289946125336375,0.7339498734121237
23.775,0.7358630070494477,0.7339435493475339,0.7339139344262295
30.693393018693783,0.7430012924339258,0.7358074602076943,0.7293616870959766
39.625,0.751171411525751,0.740284061161751,0.7371084547596196
