Concentration,Rep1,Rep2,Rep3
1.594,0.7985748506217366,0.801274167859519,0.806201604126084
2.057845151284874,0.8028738180725822,0.8130470128976028,0.8126613917141589
2.6566666666666667,0.8136869118905047,0.8161970022122977,0.8171481150073441
2.98875,0.8077523589708777,0.8150132195130381,0.8136254107338444
3.38725,0.8130299452613502,0.8125700039744191,0.808743319423091
3.78575,0.7827327044282892,0.7740234391018018,0.7792911516738971
4.1842500000000005,0.74499291259355,0.7723350796141972,0.7536488374592484
4.58275,0.7551053444239677,0.755088881583938,0.7454042899604324
4.98125,0.7289472315790082,0.7360364694562437,0.7330397630780782
5.977499999999999,0.7128319780145519,0.7309230016970115,0.7274600541342879
7.716919317318277,0.7368260215868669,0.7226609325374758,0.7110868783999802
9.9625,0.7271007226677231,0.7395476789906933,0.737649695256855
