Concentration,Rep1,Rep2,Rep3
0.428,0.7979293249704049,0.7953269904054306,0.7901892735686012
0.5525456240589248,0.803417375138387,0.8130565929330652,0.8055001108893325
0.7133333333333334,0.8259637905931506,0.8204645272327263,0.8163122263360573
0.8025,0.8252831708128359,0.8217793695259034,0.8180458352975305
0.9095,0.8291986987259873,0.818995934469953,0.8220847358820542
1.0165,0.8051355509576105,0.8036488587089913,0.7960666715725955
1.1235,0.7905391692599107,0.7879218931850511,0.7812260135370874
1.2305,0.7721151561943224,0.7664776565785378,0.7673069445524535
1.3375,0.740193697881256,0.7415252746324745,0.7399691524086229
1.605,0.7275278356114783,0.7295483666433299,0.7280648674815442
2.0720460902209683,0.7430009497903354,0.7216977395162142,0.7271719813226838
2.6750000000000003,0.7431743514217741,0.7401619208009518,0.7426055649043165
