Concentration,Rep1,Rep2,Rep3
1.594,0.8032672707996378,0.8271230068512682,0.817147274007408
2.057845151284874,0.8120911423376889,0.8365103740673354,0.8388341446040604
2.6566666666666667,0.809372288111079,0.8286637839850394,0.8288928461354064
2.98875,0.8158458636288712,0.8244571283382184,0.8188752672062558
3.38725,0.7997033333022362,0.8118449571671186,0.8123350359835179
3.78575,0.7854998303004986,0.7941186700055648,0.7877179080824088
4.1842500000000005,0.746793486093097,0.7420927019218692,0.7431659976627204
4.58275,0.7521287748131615,0.7509825275817984,0.7476827871980808
4.98125,0.7373637382820886,0.7267215760542662,0.729545836030981
5.977499999999999,0.7281593703438314,0.7393731686595889,0.7305744616599689
7.716919317318277,0.7278484511575624,0.7264198689066916,0.7163789172735899
9.9625,0.7394456563582702,0.7261501857600896,0.7176882417219385
