concentration,surfactant volume,water volume,probe volume,total volume
1.076,36.04328905176363,938.9567109482364,25,1000.0
1.449,48.53784928996793,926.4621507100321,25,1000.0
1.951,65.3535845167201,909.64641548328,25,1000.0
2.628,88.03137883646357,886.9686211635365,25,1000.0
3.538,118.5140861200183,856.4859138799817,25,1000.0
4.763,159.5484997709574,815.4515002290426,25,1000.0
6.413,214.81934264773247,760.1806573522675,25,1000.0
8.635,289.2507443884562,685.7492556115437,25,1000.0
11.627,389.4752061383417,585.5247938616583,25,1000.0
15.654,524.3695602382043,450.63043976179574,25,1000.0
21.077,706.0263971598717,268.97360284012825,25,1000.0
28.379,950.625,24.375,25,1000.0
