concentration,surfactant volume,water volume,probe volume,total volume
1.2721131263943215,152.1,822.9,25,1000.0
1.6422909843390192,196.360255652716,778.639744347284,25,1000.0
2.120188543990536,253.5,721.5,25,1000.0
2.385212111989353,285.1875,689.8125,25,1000.0
2.7032403935879334,323.2125,651.7875,25,1000.0
3.021268675186514,361.2375,613.7625,25,1000.0
3.339296956785094,399.26249999999993,575.7375000000001,25,1000.0
3.6573252383836743,437.28749999999997,537.7125000000001,25,1000.0
3.9753535199822547,475.31249999999994,499.68750000000006,25,1000.0
4.770424223978705,570.375,404.625,25,1000.0
6.158591191271323,736.3509586976851,238.6490413023149,25,1000.0
7.9507070399645094,950.6249999999999,24.375000000000114,25,1000.0
