concentration,surfactant volume,water volume,probe volume,total volume
0.596,34.217447759391234,940.7825522406088,25,1000.0
0.806,46.27393103031768,928.7260689696823,25,1000.0
1.09,62.5788893586182,912.4211106413818,25,1000.0
1.475,84.68244202198333,890.3175579780167,25,1000.0
1.996,114.59400289890084,860.4059971010992,25,1000.0
2.7,155.01192776905424,819.9880722309458,25,1000.0
3.653,209.72539708902045,765.2746029109795,25,1000.0
4.942,283.7292396424689,691.2707603575311,25,1000.0
6.686,383.8554626162581,591.1445373837419,25,1000.0
9.046,519.3473698514313,455.65263014856873,25,1000.0
12.238,702.6059155695133,272.3940844304867,25,1000.0
16.558,950.625,24.375,25,1000.0
