concentration,surfactant volume,water volume,probe volume,total volume
1.503,41.11150874719457,933.8884912528055,25,1000.0
2.0,54.70593312999943,920.2940668700006,25,1000.0
2.661,72.78624402946424,902.2137559705358,25,1000.0
3.54,96.829501640099,878.170498359901,25,1000.0
4.71,128.83247252114865,846.1675274788513,25,1000.0
6.266,171.39368849628823,803.6063115037118,25,1000.0
8.337,228.0416822524026,746.9583177475974,25,1000.0
11.092,303.39910513897684,671.6008948610231,25,1000.0
14.757,403.6477275997008,571.3522724002992,25,1000.0
19.634,537.0481455372044,437.9518544627956,25,1000.0
26.122,714.5141926109226,260.4858073890774,25,1000.0
34.754,950.6250000000001,24.374999999999886,25,1000.0
