concentration,surfactant volume,water volume,probe volume,total volume
1.2970720177642965,152.1,822.9,25,1000.0
1.6745127745442572,196.36025565271606,778.6397443472839,25,1000.0
2.1617866962738277,253.5,721.5,25,1000.0
2.432010033308056,285.1875,689.8125,25,1000.0
2.75627803774913,323.2125,651.7875,25,1000.0
3.0805460421902042,361.23749999999995,613.7625,25,1000.0
3.4048140466312784,399.26250000000005,575.7375,25,1000.0
3.7290820510723526,437.2875,537.7125,25,1000.0
4.053350055513427,475.3125,499.6875,25,1000.0
4.864020066616112,570.375,404.625,25,1000.0
6.279422904540964,736.3509586976852,238.6490413023148,25,1000.0
8.106700111026854,950.625,24.375,25,1000.0
