concentration,surfactant volume,water volume,probe volume,total volume
1.7222288410669901,152.09999999999997,822.9000000000001,25,1000.0
2.2233878732701844,196.36025565271603,778.639744347284,25,1000.0
2.870381401778317,253.49999999999997,721.5,25,1000.0
3.229179077000606,285.18749999999994,689.8125,25,1000.0
3.6597362872673536,323.2124999999999,651.7875000000001,25,1000.0
4.090293497534101,361.2374999999999,613.7625,25,1000.0
4.520850707800848,399.26249999999993,575.7375000000001,25,1000.0
4.951407918067597,437.2875,537.7125,25,1000.0
5.381965128334344,475.3124999999999,499.6875000000001,25,1000.0
6.458358154001212,570.3749999999999,404.6250000000001,25,1000.0
8.33770452476319,736.350958697685,238.64904130231503,25,1000.0
10.76393025666869,950.625,24.375,25,1000.0
