Concentration,Rep1,Rep2,Rep3
3.2000000000000006,0.8193210852901813,0.812395065333236,0.8195458729671679
4.131182235954578,0.8282232864516355,0.8156843711808013,0.8184197002900229
5.333333333333333,0.8160922656487225,0.8083247405717294,0.8050589788830076
6.0,0.7857478682180133,0.7807426167970694,0.7791337883439474
6.8,0.7739569703975644,0.767079451961651,0.763474993243736
7.6,0.7400504830046877,0.725680051066317,0.7192088517060875
8.4,0.6910332953272195,0.6886929133858267,0.6854738768952237
9.2,0.6669823155433221,0.6647765479890227,0.660144014785762
10.0,0.6611416078515244,0.6556216882133793,0.6609674080190514
12.000000000000002,0.6527229874297941,0.651389152443993,0.6513750393028792
15.491933384829672,0.6484642795579205,0.6467396086111229,0.6449892057720713
20.000000000000004,0.6533976245128095,0.650019929120307,0.6547336258372225
