Concentration,Rep1,Rep2,Rep3
0.2508,0.8098062475286675,0.804896424497613,0.8139117501948474
0.3237814077429401,0.8071096201709772,0.8148186329086086,0.8218903940886699
0.418,0.7973166345030391,0.8144215572997596,0.8213658470683599
0.47025,0.8159271840203549,0.8286201639927742,0.8247081990447054
0.53295,0.7824805477945642,0.7937569748614703,0.8021213473706319
0.59565,0.7867101676200695,0.8024124753684502,0.8070882486315938
0.65835,0.7783282034470408,0.7901578060364639,0.8006173031956352
0.72105,0.7802702555109916,0.7836387635448322,0.7997396261233364
0.78375,0.7547849908084923,0.7599607819106563,0.7528980817683169
0.9405,0.7590365025971402,0.7687912861861278,0.7707553184246198
1.2141802790360252,0.7674684172451108,0.761040546849748,0.7614674978173137
1.5675,0.7589982987957617,0.7634650912560651,0.7591333292491168
