Concentration,Rep1,Rep2,Rep3
0.2508,0.8175548716014628,0.8145453305601964,0.8082226709208813
0.3237814077429401,0.8051639531116896,0.8029040321185476,0.7992555816223228
0.418,0.7824735238738654,0.7958232157608832,0.7938279669455032
0.47025,0.7968604178133002,0.7972096870324644,0.7939175028970142
0.53295,0.779090053167922,0.7823063591145429,0.793992259341171
0.59565,0.7694003797390825,0.7947171121138493,0.7906265664160401
0.65835,0.776193856724516,0.7770263736405423,0.7737452796905829
0.72105,0.7764999804307837,0.7689266785932045,0.768804147622621
0.78375,0.7676696457495665,0.7547860234727118,0.7478469962493955
0.9405,0.7613261511471319,0.7604105404943939,0.7542355504293221
1.2141802790360252,0.760228686279436,0.7535390064773417,0.7550056954815846
1.5675,0.7596513158769632,0.7545116285397493,0.7579335639850515
