Concentration,Rep1,Rep2,Rep3
0.2508,0.795308822962077,0.801926830023853,0.8052197953237042
0.3237814077429401,0.7823220690957146,0.7964834961629734,0.7922322184257546
0.418,0.792669661158676,0.7959132376206881,0.7960402098554445
0.47025,0.7803769981827702,0.7951554747449845,0.7867234597211554
0.53295,0.7818409960102486,0.7782936342636422,0.7798546209761164
0.59565,0.7749408171342798,0.7914170297748729,0.7885782145657453
0.65835,0.8065149400234383,0.7911596070593501,0.7870305159777419
0.72105,0.7990017732664791,0.7954673291459642,0.7954679523985559
0.78375,0.7651470752400089,0.770588444951349,0.7690498521030229
0.9405,0.756422012163055,0.7593178025317829,0.7576975668748669
1.2141802790360252,0.746597724379585,0.7460216087383051,0.7493693693693694
1.5675,0.7438122170330063,0.7468473274298517,0.7482516478308945
