Concentration,Rep1,Rep2,Rep3
3.2000000000000006,0.8116181285351032,0.8125805212123952,0.8073643698997536
4.131182235954578,0.7955450448700516,0.805016093628498,0.8032021380953335
5.333333333333333,0.7835571140282523,0.7925664847707236,0.7886509613464106
6.0,0.769498009761312,0.7593159896431044,0.7653232496672004
6.8,0.746853216762244,0.7326363092757352,0.7351157310144504
7.6,0.7132741772962671,0.718414368365763,0.7138108783454605
8.4,0.6843434171108033,0.6874899729311811,0.6898699307734687
9.2,0.6700309158830349,0.6697964305813404,0.6689020011257546
10.0,0.6651925473389867,0.6643431275690048,0.659460053347657
12.000000000000002,0.6605087843242581,0.6533526707914712,0.6555544468444778
15.491933384829672,0.6504986759647275,0.6461494711166358,0.6469878131207443
20.000000000000004,0.6484030764359779,0.6506507732171991,0.6487939928695202
