Concentration,Avg_Ratio
0.2508,0.8076149254549371
0.3237814077429401,0.8037151984718901
0.418,0.7995789947617656
0.47025,0.8021717864852498
0.53295,0.7899707677702961
0.59565,0.7936885847972848
0.65835,0.7760125064190739
0.72105,0.7681706461802603
0.78375,0.7536328483005862
0.9405,0.7631007377801704
1.2141802790360252,0.7592238843292934
1.5675,0.7576271326574999
